Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	length
gene-SYNPCC7002_RS12700	305	252	286	270	251	330	442	274	283	175	312	306	261	383	253	334	504
gene-SYNPCC7002_RS12705	2401	2088	2336	2126	1106	1288	1581	1627	755	781	981	1173	1445	2011	1459	1699	813
gene-SYNPCC7002_RS16490	997	916	1404	1190	1000	1347	1570	1227	956	861	1242	1259	2422	3390	2040	2526	171
gene-SYNPCC7002_RS12720	1463	1140	1073	1018	2689	2793	3614	3209	2287	1785	2662	2838	1853	2609	1678	2307	1080
gene-SYNPCC7002_RS12725	640	589	384	419	1321	1341	1669	1523	1161	839	1141	1365	961	1198	796	1081	891
gene-SYNPCC7002_RS12730	383	310	240	240	494	494	648	564	448	358	432	623	343	451	308	414	207
gene-SYNPCC7002_RS12735	678	461	573	552	725	704	955	776	583	459	621	865	615	750	563	719	1500
gene-SYNPCC7002_RS12740	1584	1273	1297	1343	970	1064	1499	1235	800	610	860	1032	1141	1296	793	1240	1728
gene-SYNPCC7002_RS12745	812	755	706	663	686	825	884	831	556	529	668	773	1334	1892	1481	1489	1065
gene-SYNPCC7002_RS12750	3279	2883	2690	2747	3229	4113	5318	4665	2978	2898	3827	4080	5387	8156	5540	6051	1776
gene-SYNPCC7002_RS12755	2863	2442	3028	3237	788	901	1086	1034	556	540	645	768	1481	1776	1406	1460	5733
gene-SYNPCC7002_RS12760	2083	1741	1644	1742	1330	1624	2075	1682	1016	963	1392	1534	1007	1456	1032	1067	1236
gene-SYNPCC7002_RS12765	1514	1361	1427	1320	808	867	1079	944	544	603	848	733	565	786	563	586	849
gene-SYNPCC7002_RS12770	432	353	353	338	549	763	903	615	531	504	739	716	631	858	627	677	1803
gene-SYNPCC7002_RS12775	283	249	277	238	486	555	719	537	374	316	550	530	483	574	466	480	342
gene-SYNPCC7002_RS12780	4757	4345	4681	4606	4343	5223	6703	5963	4124	3918	4999	5129	5378	7309	5226	5569	1548
gene-SYNPCC7002_RS12785	51527	41580	48953	43726	36411	36613	47894	39580	29409	22862	33249	37491	31818	40101	28305	34001	2604
gene-SYNPCC7002_RS12790	130216	97412	143290	115525	57775	48007	80913	57911	33428	30816	45074	43403	59876	75999	56515	57118	360
gene-SYNPCC7002_RS12795	1030	793	818	878	1054	1185	1729	1274	989	880	1152	1304	1104	1423	958	1184	1707
gene-SYNPCC7002_RS12800	1185	980	970	932	2186	2667	3277	2750	1901	1778	2602	2524	2437	3179	2189	2567	2406
gene-SYNPCC7002_RS12805	255	248	233	275	454	503	619	404	389	329	503	463	344	570	420	461	459
gene-SYNPCC7002_RS12810	4424	3788	3775	3712	6640	8038	9917	8865	5774	5500	7172	7734	7177	10533	7215	7972	807
gene-SYNPCC7002_RS12815	876	631	473	553	1430	1815	2588	1795	1238	1184	1638	1647	1349	1670	1418	1460	1062
gene-SYNPCC7002_RS12820	1139	903	787	849	843	1030	1359	1079	565	569	810	826	862	1214	855	966	1806
gene-SYNPCC7002_RS12825	1845	1794	2161	2270	698	880	1304	873	747	610	873	851	1436	1937	1269	1333	438
gene-SYNPCC7002_RS16210	3308	2780	3337	3039	1598	1791	2337	2383	1264	1021	1546	1889	2284	3030	2162	2477	2583
gene-SYNPCC7002_RS12835	12024	12200	13411	13976	11481	13645	18080	15046	10338	9806	13769	12805	15502	21771	15881	16381	1161
gene-SYNPCC7002_RS12840	625	470	333	357	748	946	1286	898	629	600	816	935	743	1012	722	836	1974
gene-SYNPCC7002_RS12845	511	422	296	343	969	1019	1340	1103	862	792	1017	1073	1021	1627	1181	1169	648
gene-SYNPCC7002_RS12850	258	162	186	145	244	271	405	384	249	270	409	261	228	335	223	315	258
gene-SYNPCC7002_RS12855	875	834	1000	909	615	936	1004	737	499	536	763	635	572	727	560	516	558
gene-SYNPCC7002_RS12865	40130	42507	41700	49972	10986	16203	15276	13093	12585	9985	14096	15600	5177	7572	5027	5671	585
gene-SYNPCC7002_RS12870	12963	12549	12275	14572	4060	6711	6765	5340	4574	3961	5629	5829	2579	3722	2664	2562	1020
gene-SYNPCC7002_RS12875	2495	2194	1974	1968	1168	1702	1674	1615	1129	1005	1267	1533	725	1074	722	744	804
gene-SYNPCC7002_RS12880	1191	1208	998	1068	869	1140	1375	1159	742	702	832	909	788	1129	830	866	2853
gene-SYNPCC7002_RS12885	1724	1370	1477	1311	2782	3431	4465	4614	1891	2136	2686	2493	2027	2566	1813	2086	2766
gene-SYNPCC7002_RS12890	4675	3658	3338	3166	5914	6880	8943	10336	3640	4060	4880	4915	5380	6595	4840	5613	3006
gene-SYNPCC7002_RS12895	825	620	491	554	1149	970	1400	1803	684	615	824	953	863	1160	741	1170	501
gene-SYNPCC7002_RS12900	1218	869	848	798	1431	1382	1993	2093	1044	866	1256	1343	1100	1506	891	1354	366
gene-SYNPCC7002_RS12905	1878	1349	1312	1438	2380	2414	3407	3921	1384	1524	2162	2012	1756	2265	1640	1927	1125
gene-SYNPCC7002_RS12910	515	525	497	480	877	1128	1577	1023	761	731	1038	921	896	1082	779	843	1668
gene-SYNPCC7002_RS12915	677	483	474	507	647	816	925	889	497	398	630	643	904	1256	752	1080	828
gene-SYNPCC7002_RS12920	6286	5304	4959	5327	3986	4109	5261	4806	2795	2303	3606	3713	5532	7109	5104	5841	1248
gene-SYNPCC7002_RS12925	2782	2650	2799	2858	2618	3455	4133	3562	2422	2370	3180	3162	2345	3518	2389	2727	804
gene-SYNPCC7002_RS12930	335	303	246	274	404	474	665	630	394	381	514	499	1223	2084	1302	1385	1359
gene-SYNPCC7002_RS12935	3373	3144	3046	3034	2747	3688	4469	3538	2315	2319	3378	3135	2094	2884	2117	2153	723
gene-SYNPCC7002_RS12940	852	602	759	709	527	674	820	627	491	450	650	633	477	542	344	457	1152
gene-SYNPCC7002_RS12945	3289	2933	2965	2781	1710	2047	2812	2563	1376	1366	1732	1826	1964	2645	1958	2263	2313
gene-SYNPCC7002_RS12950	43	55	26	37	29	46	58	46	31	35	40	46	39	62	40	53	759
gene-SYNPCC7002_RS12955	430	300	293	283	1023	1068	1431	937	788	659	915	1008	704	1091	707	795	309
gene-SYNPCC7002_RS12960	1907	1671	1151	995	4835	4355	5241	5231	3676	3042	3834	4905	2468	3029	2223	2736	336
gene-SYNPCC7002_RS12965	1786	1573	1577	1545	2638	2899	3741	2869	2071	1864	2652	2780	2549	3398	2436	2680	1287
gene-SYNPCC7002_RS12970	827	613	904	816	181	205	203	171	145	126	190	236	173	239	189	186	1017
gene-SYNPCC7002_RS12975	902	720	962	997	293	355	507	281	248	201	313	287	333	444	309	360	1122
gene-SYNPCC7002_RS12980	2884	2725	3007	3113	1742	2170	3055	2359	1668	1598	2225	2073	3357	4965	3351	3599	1323
gene-SYNPCC7002_RS12985	202	133	101	96	160	146	234	239	117	93	133	172	215	223	148	235	474
gene-SYNPCC7002_RS12990	6613	5747	5356	5575	6076	6850	8250	6686	5241	5033	6304	6671	5028	6292	3960	5289	699
gene-SYNPCC7002_RS12995	51586	42991	48665	49020	51608	66368	77035	52728	48687	42433	58561	62081	32131	41658	30434	33092	459
gene-SYNPCC7002_RS13000	9772	7805	11106	10320	6965	9188	10492	4984	5700	5411	8605	5420	4924	6292	4063	4568	117
gene-SYNPCC7002_RS13005	624	489	520	584	752	836	1181	822	561	604	749	765	738	1026	764	751	498
gene-SYNPCC7002_RS13010	3990	3363	3268	3030	5070	5049	6971	6327	3966	3477	4783	5699	4169	5056	3471	4726	1143
gene-SYNPCC7002_RS13015	775	578	621	562	1117	1326	1759	1597	917	822	1287	1144	1024	1269	949	1038	600
gene-SYNPCC7002_RS13020	765	684	754	698	883	980	1184	1106	764	644	826	1011	1030	1292	947	1192	921
gene-SYNPCC7002_RS13025	2366	1575	1670	1546	1510	1747	2243	2033	1076	942	1433	1279	1654	2153	1468	1706	762
gene-SYNPCC7002_RS13030	664	555	645	626	919	1104	1240	1097	652	693	902	977	766	944	620	828	3048
gene-SYNPCC7002_RS13035	1325	1214	1109	1080	1579	1752	2865	2489	1347	1342	1980	1863	3611	5440	3907	4270	3039
gene-SYNPCC7002_RS13040	24276	20776	21671	22365	26764	29763	41305	32680	22656	20819	28062	30256	24540	33306	24406	27656	2328
gene-SYNPCC7002_RS13045	3112	2569	2356	2094	5680	5639	7367	6361	4849	3900	5297	6302	4111	5248	3725	4838	567
gene-SYNPCC7002_RS16495	20377	16727	18424	23120	25113	27805	32794	19165	19996	15991	26050	16915	35125	41377	34417	30414	183
gene-SYNPCC7002_RS13050	499	334	296	319	373	391	551	342	275	293	351	341	359	458	260	403	582
gene-SYNPCC7002_RS13055	269	169	102	127	370	450	626	538	283	281	440	471	347	551	375	393	1074
gene-SYNPCC7002_RS13060	1309	1096	914	843	2681	3166	4291	3106	2231	2291	3055	3029	2749	3744	2685	2942	1350
gene-SYNPCC7002_RS13065	643	585	548	563	1505	1784	2283	1840	1275	1105	1573	1715	1268	1537	1144	1407	801
gene-SYNPCC7002_RS13070	2799	2586	3248	3136	2044	3313	3474	2347	1923	2115	2611	2566	1633	2308	1669	1719	924
gene-SYNPCC7002_RS16750	45	24	39	23	49	47	77	60	52	33	33	52	31	47	28	27	294
gene-SYNPCC7002_RS13075	802	672	735	684	1207	1428	1730	1308	1165	991	1266	1452	1997	3110	1894	2305	459
gene-SYNPCC7002_RS13080	2395	2045	2201	2075	3638	4161	5409	4082	3219	2723	3760	4121	3096	4013	3011	3426	1200
gene-SYNPCC7002_RS16215	107	95	141	115	89	107	137	95	48	58	79	92	88	134	109	109	654
gene-SYNPCC7002_RS13090	464	467	472	473	298	220	288	316	249	161	236	264	316	397	288	364	261
gene-SYNPCC7002_RS13095	738	765	938	872	401	349	514	476	321	241	320	351	524	634	445	532	204
gene-SYNPCC7002_RS13100	109	88	52	75	218	194	247	313	181	140	154	237	177	296	173	218	912
gene-SYNPCC7002_RS13105	668	599	467	511	981	931	1366	1379	822	659	926	997	822	1163	848	1017	783
gene-SYNPCC7002_RS16220	3490	2984	3222	3015	1837	2251	2754	2501	1759	1626	2116	2223	2771	3997	2738	2829	4293
gene-SYNPCC7002_RS13115	3635	3138	3167	3120	6452	7664	9721	7005	5853	5410	7261	7711	4331	5363	3774	4200	801
gene-SYNPCC7002_RS13120	2481	1876	1702	1437	1961	2023	2678	2801	1410	1315	1757	2152	1774	2507	1470	2082	897
gene-SYNPCC7002_RS13125	810	752	682	605	1161	1519	1864	1469	890	941	1309	1401	938	1205	841	913	2037
gene-SYNPCC7002_RS13130	954	704	641	758	629	612	700	727	472	323	480	641	478	681	432	545	186
gene-SYNPCC7002_RS13135	706	670	524	590	568	624	827	785	434	421	527	578	542	703	518	616	717
gene-SYNPCC7002_RS13140	111	83	60	68	208	235	233	172	168	133	208	140	170	194	128	137	180
gene-SYNPCC7002_RS13145	261	238	286	244	122	188	159	151	119	94	155	135	263	327	213	346	327
gene-SYNPCC7002_RS13150	1718	1396	972	1139	7962	9797	12708	7647	6988	6636	8700	9747	4346	6143	4438	5097	1296
gene-SYNPCC7002_RS13155	511	489	517	567	616	629	864	602	492	377	658	553	421	708	419	470	699
gene-SYNPCC7002_RS13160	5079	4212	4319	4552	6096	6528	7998	7239	5291	4404	6200	6581	5376	7582	5267	6088	1146
gene-SYNPCC7002_RS13165	722	613	677	651	621	732	1046	880	598	476	698	777	709	1021	687	783	516
gene-SYNPCC7002_RS16755	55	37	25	37	97	118	200	122	76	60	101	104	40	70	50	68	165
gene-SYNPCC7002_RS13170	380	296	221	240	416	446	697	479	333	348	447	445	269	388	290	254	660
gene-SYNPCC7002_RS13175	506	359	304	302	1608	1852	2582	1613	1173	1043	1489	1612	725	999	757	879	825
gene-SYNPCC7002_RS13180	285	291	301	247	610	612	815	726	459	368	559	637	464	651	433	507	1014
gene-SYNPCC7002_RS13185	830	584	881	632	1053	1051	1218	1117	820	596	819	1042	687	845	543	804	204
gene-SYNPCC7002_RS13190	3075	2487	2989	2986	6628	6183	8587	6674	5346	4260	6451	6361	3795	5161	3385	3828	465
gene-SYNPCC7002_RS13195	4216	3118	3623	3491	7475	8082	10654	7917	6090	5025	7205	7508	4588	6359	4315	4810	468
gene-SYNPCC7002_RS13200	13039	10349	9480	9700	24915	26798	34631	25452	21781	18138	24882	28127	18959	24043	16467	20298	1002
gene-SYNPCC7002_RS13205	2	6	6	4	8	4	0	2	0	2	4	0	6	2	4	0	72
gene-SYNPCC7002_RS13210	544	497	323	431	816	904	1140	1120	788	675	989	986	1091	1488	1067	1075	1545
gene-SYNPCC7002_RS13215	1578	1567	1696	1560	1116	1314	1720	1473	1063	883	1369	1427	1287	1711	1277	1282	579
gene-SYNPCC7002_RS13220	414	375	472	463	1280	1865	2441	1241	1366	1032	1595	1804	1451	2122	1466	1460	804
gene-SYNPCC7002_RS13225	930	648	730	666	3129	4114	4500	3328	3201	2469	3250	4193	3000	3786	2654	3543	678
gene-SYNPCC7002_RS13230	682	530	675	717	2623	3834	4482	2431	2716	2291	3340	3587	2286	3268	2192	2406	471
gene-SYNPCC7002_RS13235	646	483	573	569	2059	2904	3510	2211	2271	1774	2435	2860	2531	3440	2514	2707	483
gene-SYNPCC7002_RS13240	1506	1338	1461	1504	4761	6378	7519	5211	4792	4170	5631	6707	6388	8130	6111	7170	708
gene-SYNPCC7002_RS13245	1345	1049	1287	1342	3639	4788	5698	3606	3766	2876	4378	4904	5111	6596	4948	5236	513
gene-SYNPCC7002_RS13250	1082	977	1086	1131	3674	4974	6250	3083	4072	3232	4616	5288	4563	6077	4480	4612	816
gene-SYNPCC7002_RS13255	129	112	78	76	404	428	632	493	338	385	459	417	306	410	274	362	510
gene-SYNPCC7002_RS13260	909	848	832	839	860	946	1204	1030	596	586	869	921	1041	1209	905	1138	1638
gene-SYNPCC7002_RS13265	147	93	123	111	94	84	112	149	72	65	81	83	157	185	134	181	480
gene-SYNPCC7002_RS13270	103	106	88	84	76	91	158	112	94	71	74	82	204	243	171	161	429
gene-SYNPCC7002_RS13275	107	87	108	144	107	98	144	125	97	76	95	120	171	257	195	186	414
gene-SYNPCC7002_RS13280	816	655	624	602	857	955	1170	1142	571	670	745	828	762	918	705	671	1419
gene-SYNPCC7002_RS13285	540	434	437	481	479	661	802	739	383	404	569	515	551	664	389	482	1005
gene-SYNPCC7002_RS13290	1271	960	943	1022	1116	1309	1781	1665	912	907	1135	1344	1312	1718	1111	1306	3324
gene-SYNPCC7002_RS13295	645	617	647	454	468	633	831	608	383	417	551	582	754	1038	618	766	1218
gene-SYNPCC7002_RS13300	770	621	687	746	634	804	983	846	417	470	715	572	850	1086	821	900	1161
gene-SYNPCC7002_RS16225	142	109	96	137	87	114	118	113	71	57	104	98	194	239	228	262	819
gene-SYNPCC7002_RS13310	715	647	595	538	726	914	1192	949	762	603	866	856	897	1195	881	962	453
gene-SYNPCC7002_RS13315	1559	1355	1388	1468	1704	1989	2666	1969	1486	1399	1953	2095	1846	2462	1626	1879	1719
gene-SYNPCC7002_RS13320	895	826	1106	1193	399	651	657	429	325	330	551	427	672	897	743	635	558
gene-SYNPCC7002_RS13325	1877	1680	2100	1996	874	1056	1227	1139	640	595	899	933	1270	1890	1240	1419	1302
gene-SYNPCC7002_RS13330	1113	862	711	651	1577	1843	2937	2000	1263	1290	1756	1696	1498	1963	1378	1506	1353
gene-SYNPCC7002_RS13335	231	168	158	160	139	147	225	253	106	103	120	145	245	316	235	301	927
gene-SYNPCC7002_RS13340	1314	1186	1644	1394	2208	2761	3626	2365	2071	1902	2838	2534	2143	2987	1973	1977	570
gene-SYNPCC7002_RS13345	9142	8155	7879	7974	4449	4956	5767	5415	3545	3148	4285	4692	3371	4111	3069	3584	999
gene-SYNPCC7002_RS13350	1269	782	823	686	1337	1778	1927	1678	680	662	854	913	779	1081	647	966	1044
gene-SYNPCC7002_RS16760	10	5	4	8	11	11	13	10	8	2	11	11	2	4	9	10	156
gene-SYNPCC7002_RS13355	2349	2010	2651	2557	1475	1955	2167	1996	1234	1327	1710	1703	1577	2105	1531	1561	1185
gene-SYNPCC7002_RS13360	412	361	418	419	588	680	854	690	467	375	554	640	700	995	749	724	687
gene-SYNPCC7002_RS13365	2098	1997	2533	2151	2951	3384	4361	3577	2343	2070	3061	3189	3799	5199	3769	4015	1989
gene-SYNPCC7002_RS13370	7029	6315	7242	7131	8449	10312	12964	9605	7677	7106	9755	9894	9988	14259	9585	10508	537
gene-SYNPCC7002_RS13375	449	367	323	342	485	607	829	817	488	350	532	639	661	981	777	833	909
gene-SYNPCC7002_RS13380	926	836	653	668	2323	2862	3409	2512	2085	1922	2755	2970	1527	2352	1605	1781	519
gene-SYNPCC7002_RS13385	1283	1094	1227	1155	909	922	1203	933	847	701	1009	1041	566	815	582	654	432
gene-SYNPCC7002_RS13390	1481	1268	1394	1186	3488	4218	5556	3594	2906	2733	4060	4071	2241	3306	2276	2522	1593
gene-SYNPCC7002_RS13395	1843	1443	1303	1144	2258	2266	3364	2590	1837	1480	2172	2445	1896	2607	1759	2294	615
gene-SYNPCC7002_RS13400	1058	712	674	706	1252	1397	1933	1492	1043	971	1372	1525	1227	1579	979	1250	1155
gene-SYNPCC7002_RS13405	1110	770	763	669	1323	1234	1610	1878	1042	861	1027	1433	1407	1752	1245	1910	1062
gene-SYNPCC7002_RS13410	1380	1323	1778	1640	716	851	1096	956	676	624	826	886	1020	1551	926	1059	1014
gene-SYNPCC7002_RS13415	832	774	659	672	642	807	981	830	576	494	723	687	712	923	667	736	876
gene-SYNPCC7002_RS13420	660	531	560	596	409	482	663	477	374	363	469	476	373	628	387	418	210
gene-SYNPCC7002_RS13425	212	188	143	115	154	164	174	201	113	63	111	135	144	181	111	191	615
gene-SYNPCC7002_RS13430	226	178	173	146	165	148	136	198	131	102	95	158	148	191	130	215	300
gene-SYNPCC7002_RS13435	920	899	871	951	673	690	916	762	505	420	591	685	801	896	603	734	1155
gene-SYNPCC7002_RS16765	20	19	11	18	11	18	14	10	9	3	12	13	10	24	27	11	183
gene-SYNPCC7002_RS13440	2253	1991	2208	2130	1545	1653	2136	1834	1479	1147	1537	1825	2059	2979	1778	2265	237
gene-SYNPCC7002_RS13445	1695	1602	1744	1757	2250	2513	3386	2533	1935	1599	2222	2296	1901	2552	1581	2006	702
gene-SYNPCC7002_RS13450	66	58	46	68	80	78	94	70	39	72	102	72	66	88	38	94	897
gene-SYNPCC7002_RS13455	34	36	21	32	50	43	64	54	78	39	75	37	50	55	54	50	82
gene-SYNPCC7002_RS13460	2014	1730	1513	1533	1939	2109	3003	2529	1605	1416	2012	2066	2441	3227	2234	2593	1254
gene-SYNPCC7002_RS13465	1270	1181	1127	1160	1074	1332	2023	1487	926	853	1133	1271	1375	1920	1432	1544	795
gene-SYNPCC7002_RS13470	1724	1408	1574	1512	2165	2419	3313	2749	1896	1597	2142	2503	2403	3080	2294	2429	738
gene-SYNPCC7002_RS17110	316	218	192	162	533	580	794	723	469	388	461	695	556	670	476	593	501
gene-SYNPCC7002_RS17115	865	623	575	523	1523	1579	2028	1998	1245	1132	1376	1688	1403	1835	1262	1747	777
gene-SYNPCC7002_RS13480	6272	5116	4209	4426	7305	7107	8991	8943	5881	4895	6380	8092	7703	9534	6905	9131	957
gene-SYNPCC7002_RS13485	550	479	458	449	507	688	887	850	399	366	568	517	739	835	676	800	714
gene-SYNPCC7002_RS13490	384	248	265	226	305	378	466	443	267	205	275	311	369	522	393	396	654
gene-SYNPCC7002_RS13495	310	333	193	212	416	534	681	606	352	280	472	491	456	543	400	479	639
gene-SYNPCC7002_RS13500	1788	1523	1431	1339	1982	2264	2920	2189	1694	1421	1990	2055	2387	3076	1966	2703	501
gene-SYNPCC7002_RS13505	1392	1178	1257	1282	1123	1456	1696	1320	967	885	1265	1184	767	1062	711	758	528
gene-SYNPCC7002_RS13510	2356	1767	1736	1658	2246	2746	3697	3086	1964	1765	2418	2578	1714	2361	1723	1945	1953
gene-SYNPCC7002_RS13515	332	291	344	279	474	482	525	514	372	265	452	455	379	427	261	364	441
gene-SYNPCC7002_RS16230	6603	5997	6431	6778	4038	4844	6458	5205	3069	3043	4288	4232	5403	7456	5649	5626	1617
gene-SYNPCC7002_RS13525	1638	1440	1193	1339	1828	1981	2802	2382	1498	1236	1852	1977	1938	2575	1746	1977	1932
gene-SYNPCC7002_RS13530	412	385	260	259	1099	1249	1770	1528	1044	881	1163	1283	1002	1444	937	1136	1200
gene-SYNPCC7002_RS13535	3746	4044	2635	3683	2677	2862	3580	3658	2224	1941	2804	2673	3647	5204	3768	4253	1098
gene-SYNPCC7002_RS13540	1496	1249	927	987	2150	2654	3271	2740	1984	1956	2606	2666	2025	2724	1969	2165	990
gene-SYNPCC7002_RS13545	44	16	30	36	100	88	146	34	106	50	154	58	40	32	38	26	73
gene-SYNPCC7002_RS13550	39	71	53	33	115	159	186	141	118	69	128	143	109	173	131	118	1047
gene-SYNPCC7002_RS13555	194	181	121	155	329	313	434	400	241	219	420	351	233	377	276	280	498
gene-SYNPCC7002_RS13560	101	97	58	67	150	107	182	168	109	112	126	139	112	137	68	124	450
gene-SYNPCC7002_RS13565	220	122	163	163	346	429	508	400	292	231	363	384	303	411	279	358	2193
gene-SYNPCC7002_RS13570	762	550	552	574	403	384	618	564	337	270	299	383	660	896	518	764	1401
gene-SYNPCC7002_RS13575	668	615	513	523	476	472	611	539	388	330	477	492	477	603	404	447	315
gene-SYNPCC7002_RS13580	14434	12560	12054	11766	7261	8165	10661	7957	6059	5483	7820	7657	7620	10661	7174	8337	363
gene-SYNPCC7002_RS13585	25324	23116	20453	21986	13628	16785	21024	15550	11490	10983	15675	15388	14733	19673	14436	15542	732
gene-SYNPCC7002_RS13590	19254	15351	14003	13440	10857	11087	13676	12808	8983	7297	9893	12114	10797	14165	9281	12556	525
gene-SYNPCC7002_RS13595	969	915	834	821	464	626	714	558	430	381	476	566	435	586	448	523	924
gene-SYNPCC7002_RS13600	183	181	177	103	466	518	712	718	374	354	391	581	354	491	378	356	486
gene-SYNPCC7002_RS13605	582	410	440	381	1489	1658	2074	2382	926	1130	1322	1239	849	1288	937	909	618
gene-SYNPCC7002_RS13610	1828	1499	1075	1146	4052	4143	6432	8588	1922	2227	2876	2654	2287	2756	2370	2700	1455
gene-SYNPCC7002_RS13615	4999	4334	3060	3680	10315	11940	16958	10895	9241	8381	12444	11877	6663	8910	6478	6462	1044
gene-SYNPCC7002_RS13620	331	265	272	269	260	278	417	341	260	206	341	277	332	519	332	356	225
gene-SYNPCC7002_RS13625	243	201	156	164	377	425	504	376	299	273	356	475	290	350	236	329	318
gene-SYNPCC7002_RS13630	87	63	75	49	161	174	220	158	109	154	133	180	128	153	116	132	288
gene-SYNPCC7002_RS13635	1466	1156	1036	1061	1651	1746	2576	2663	1379	1263	1496	1936	2427	3312	2249	2745	1212
gene-SYNPCC7002_RS13640	418	311	337	305	475	487	620	672	362	387	450	512	757	1087	696	862	654
gene-SYNPCC7002_RS13645	2863	2497	2891	2516	1798	2359	2935	2620	1532	1563	2230	2210	2164	2711	1930	2162	1245
gene-SYNPCC7002_RS13650	160	120	78	94	173	144	193	225	160	84	158	195	217	274	149	280	207
gene-SYNPCC7002_RS13655	736	584	599	566	711	762	1068	972	541	501	749	765	900	1072	828	1006	741
gene-SYNPCC7002_RS13660	48319	40930	30289	36180	33371	48783	60457	49164	25968	31036	40115	37897	27594	36168	27080	27488	1962
gene-SYNPCC7002_RS13670	249	280	255	227	647	814	985	675	587	523	826	696	554	708	398	531	456
gene-SYNPCC7002_RS13675	1343	1249	1328	1387	1836	2291	3127	2271	1737	1662	2502	2310	1723	2693	1831	1823	1146
gene-SYNPCC7002_RS17015	26	18	6	18	92	54	93	58	65	46	74	65	49	57	27	29	141
gene-SYNPCC7002_RS13685	914	705	563	620	2538	2712	3741	3751	1660	1792	2390	1977	1313	1756	1237	1422	771
gene-SYNPCC7002_RS13690	1838	1356	1765	1511	886	1036	1356	1238	683	604	802	890	1462	2050	1475	1690	1638
gene-SYNPCC7002_RS13695	2986	2401	3064	2907	1532	1781	2512	2535	1206	1143	1521	1705	2915	4308	3205	3182	1365
gene-SYNPCC7002_RS13700	631	616	508	541	759	788	1028	1316	635	622	809	874	1876	2932	1934	1882	525
gene-SYNPCC7002_RS13705	309	205	199	187	397	319	419	831	245	184	267	449	293	395	320	488	201
gene-SYNPCC7002_RS13710	1366	1209	880	1022	2064	2145	2924	2293	1754	1550	2119	2274	1659	2155	1454	1544	1548
gene-SYNPCC7002_RS13715	648	521	490	482	552	686	909	918	485	483	575	794	622	819	567	735	1089
gene-SYNPCC7002_RS13720	1048	988	931	1082	630	770	994	731	609	600	800	789	758	1135	755	868	966
gene-SYNPCC7002_RS13725	147	99	116	92	320	266	514	375	272	248	353	270	187	246	202	200	711
gene-SYNPCC7002_RS13730	1698	1545	1666	1833	1364	1967	2484	1551	1250	1176	1727	1602	1065	1496	1000	1146	465
gene-SYNPCC7002_RS13735	1261	1089	1036	1043	2459	2941	3587	2605	2192	1788	2509	2826	1375	1876	1332	1697	561
gene-SYNPCC7002_RS13740	1875	1603	1924	2215	2170	2701	3182	1543	1669	1550	2655	1560	1657	1698	1421	1336	138
gene-SYNPCC7002_RS13745	461	316	260	189	1362	1399	1994	1496	990	893	1232	1343	921	1221	890	997	1137
gene-SYNPCC7002_RS13750	6146	6080	6186	6268	4966	4876	6246	5633	4247	3252	4892	4965	4320	5808	4204	4786	456
gene-SYNPCC7002_RS13755	96	40	37	84	62	91	122	116	41	46	60	86	85	113	87	74	789
