database	geneset	geneset.name	cluster	genes	locus	Geneid	type	name	locus_tag	product
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACA99924.1	SYNPCC7002_A1937	gene-SYNPCC7002_RS09685	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	response regulator
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00097.1	SYNPCC7002_A2115	gene-SYNPCC7002_RS10545	protein_coding	SYNPCC7002_RS10545	SYNPCC7002_RS10545	SpoIIE family protein phosphatase
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00501.1	SYNPCC7002_A2523	gene-SYNPCC7002_RS12515	protein_coding	SYNPCC7002_RS12515	SYNPCC7002_RS12515	response regulator transcription factor
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
STRING Clusters	CL:1678	His Kinase A (phosphoacceptor) domain, and cheY-homologous receiver domain	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98062.1	SYNPCC7002_A0045	gene-SYNPCC7002_RS00230	protein_coding	SYNPCC7002_RS00230	SYNPCC7002_RS00230	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98063.1	SYNPCC7002_A0046	gene-SYNPCC7002_RS00235	protein_coding	SYNPCC7002_RS00235	SYNPCC7002_RS00235	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98064.1	SYNPCC7002_A0047	gene-SYNPCC7002_RS00240	protein_coding	SYNPCC7002_RS00240	SYNPCC7002_RS00240	chemotaxis protein CheW
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98065.1	SYNPCC7002_A0048	gene-SYNPCC7002_RS00245	protein_coding	SYNPCC7002_RS00245	SYNPCC7002_RS00245	GAF domain-containing protein
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98066.1	SYNPCC7002_A0049	gene-SYNPCC7002_RS00250	protein_coding	SYNPCC7002_RS00250	SYNPCC7002_RS00250	hybrid sensor histidine kinase/response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	rpaB	SYNPCC7002_A0486	gene-SYNPCC7002_RS02410	protein_coding	SYNPCC7002_RS02410	SYNPCC7002_RS02410	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98855.1	SYNPCC7002_A0851	gene-SYNPCC7002_RS04250	protein_coding	SYNPCC7002_RS04250	SYNPCC7002_RS04250	response regulator transcription factor
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA98982.1	SYNPCC7002_A0979	gene-SYNPCC7002_RS04890	protein_coding	SYNPCC7002_RS04890	SYNPCC7002_RS04890	response regulator transcription factor
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99222.1	SYNPCC7002_A1224	gene-SYNPCC7002_RS06120	protein_coding	SYNPCC7002_RS06120	SYNPCC7002_RS06120	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	rpaA	SYNPCC7002_A1308	gene-SYNPCC7002_RS06540	protein_coding	SYNPCC7002_RS06540	SYNPCC7002_RS06540	response regulator transcription factor
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99368.1	SYNPCC7002_A1372	gene-SYNPCC7002_RS17065	protein_coding	SYNPCC7002_RS17065	SYNPCC7002_RS17065	methyl-accepting chemotaxis protein
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99371.1	SYNPCC7002_A1375	gene-SYNPCC7002_RS06875	protein_coding	SYNPCC7002_RS06875	SYNPCC7002_RS06875	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99629.1	SYNPCC7002_A1639	gene-SYNPCC7002_RS08205	protein_coding	SYNPCC7002_RS08205	SYNPCC7002_RS08205	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACA99924.1	SYNPCC7002_A1937	gene-SYNPCC7002_RS09685	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
KEGG Pathways	syp02020	Two-component system	cluster_2	cheY	SYNPCC7002_A2534	gene-SYNPCC7002_RS12565	protein_coding	SYNPCC7002_RS12565	SYNPCC7002_RS12565	response regulator
KEGG Pathways	syp02020	Two-component system	cluster_2	ACB00784.1	SYNPCC7002_A2815	gene-SYNPCC7002_RS13910	protein_coding	SYNPCC7002_RS13910	SYNPCC7002_RS13910	PleD family two-component system response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98062.1	SYNPCC7002_A0045	gene-SYNPCC7002_RS00230	protein_coding	SYNPCC7002_RS00230	SYNPCC7002_RS00230	response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98066.1	SYNPCC7002_A0049	gene-SYNPCC7002_RS00250	protein_coding	SYNPCC7002_RS00250	SYNPCC7002_RS00250	hybrid sensor histidine kinase/response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98305.1	SYNPCC7002_A0295	gene-SYNPCC7002_RS01460	protein_coding	SYNPCC7002_RS01460	SYNPCC7002_RS01460	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98450.1	SYNPCC7002_A0442	gene-SYNPCC7002_RS02190	protein_coding	SYNPCC7002_RS02190	SYNPCC7002_RS02190	HAMP domain-containing histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	pmgA	SYNPCC7002_A0556	gene-SYNPCC7002_RS02765	protein_coding	SYNPCC7002_RS02765	SYNPCC7002_RS02765	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98694.1	SYNPCC7002_A0689	gene-SYNPCC7002_RS03450	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	pknC	SYNPCC7002_A0807	gene-SYNPCC7002_RS04030	protein_coding	SYNPCC7002_RS04030	SYNPCC7002_RS04030	serine/threonine-protein kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98838.1	SYNPCC7002_A0834	gene-SYNPCC7002_RS04165	protein_coding	SYNPCC7002_RS04165	SYNPCC7002_RS04165	HAMP domain-containing histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98871.1	SYNPCC7002_A0867	gene-SYNPCC7002_RS04330	protein_coding	SYNPCC7002_RS04330	SYNPCC7002_RS04330	MASE1 domain-containing protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98904.1	SYNPCC7002_A0900	gene-SYNPCC7002_RS04495	protein_coding	SYNPCC7002_RS04495	SYNPCC7002_RS04495	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98910.1	SYNPCC7002_A0906	gene-SYNPCC7002_RS04525	protein_coding	SYNPCC7002_RS04525	SYNPCC7002_RS04525	SpoIIE family protein phosphatase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99350.1	SYNPCC7002_A1354	gene-SYNPCC7002_RS06770	protein_coding	SYNPCC7002_RS06770	SYNPCC7002_RS06770	hybrid sensor histidine kinase/response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99359.1	SYNPCC7002_A1363	gene-SYNPCC7002_RS06815	protein_coding	SYNPCC7002_RS06815	SYNPCC7002_RS06815	HAMP domain-containing histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99442.1	SYNPCC7002_A1451	gene-SYNPCC7002_RS07265	protein_coding	SYNPCC7002_RS07265	SYNPCC7002_RS07265	sensor histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99629.1	SYNPCC7002_A1639	gene-SYNPCC7002_RS08205	protein_coding	SYNPCC7002_RS08205	SYNPCC7002_RS08205	response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99924.1	SYNPCC7002_A1937	gene-SYNPCC7002_RS09685	protein_coding	SYNPCC7002_RS09685	SYNPCC7002_RS09685	response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACA99941.1	SYNPCC7002_A1954	gene-SYNPCC7002_RS09765	protein_coding	SYNPCC7002_RS09765	SYNPCC7002_RS09765	HAMP domain-containing histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00250.1	SYNPCC7002_A2271	gene-SYNPCC7002_RS11260	protein_coding	SYNPCC7002_RS11260	SYNPCC7002_RS11260	MASE1 domain-containing protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00552.1	SYNPCC7002_A2575	gene-SYNPCC7002_RS12770	protein_coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	GAF domain-containing sensor histidine kinase
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00564.1	SYNPCC7002_A2587	gene-SYNPCC7002_RS16210	protein_coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	EAL domain-containing protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00645.1	SYNPCC7002_A2669	gene-SYNPCC7002_RS13215	protein_coding	SYNPCC7002_RS13215	SYNPCC7002_RS13215	GAF domain-containing protein
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00727.1	SYNPCC7002_A2753	gene-SYNPCC7002_RS13605	protein_coding	SYNPCC7002_RS13605	SYNPCC7002_RS13605	response regulator
GO Molecular Function	GO:0140096	Catalytic activity, acting on a protein	cluster_2	ACB00804.1	SYNPCC7002_A2835	gene-SYNPCC7002_RS14005	protein_coding	SYNPCC7002_RS14005	SYNPCC7002_RS14005	response regulator
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA99351.1	SYNPCC7002_A1355	gene-SYNPCC7002_RS06775	protein_coding	SYNPCC7002_RS06775	SYNPCC7002_RS06775	diguanylate cyclase
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00097.1	SYNPCC7002_A2115	gene-SYNPCC7002_RS10545	protein_coding	SYNPCC7002_RS10545	SYNPCC7002_RS10545	SpoIIE family protein phosphatase
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00439.1	SYNPCC7002_A2461	gene-SYNPCC7002_RS12210	protein_coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	EAL domain-containing protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00564.1	SYNPCC7002_A2587	gene-SYNPCC7002_RS16210	protein_coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	EAL domain-containing protein
InterPro Domains	IPR000014	PAS domain	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA99351.1	SYNPCC7002_A1355	gene-SYNPCC7002_RS06775	protein_coding	SYNPCC7002_RS06775	SYNPCC7002_RS06775	diguanylate cyclase
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00097.1	SYNPCC7002_A2115	gene-SYNPCC7002_RS10545	protein_coding	SYNPCC7002_RS10545	SYNPCC7002_RS10545	SpoIIE family protein phosphatase
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00343.1	SYNPCC7002_A2365	gene-SYNPCC7002_RS11720	protein_coding	SYNPCC7002_RS11720	SYNPCC7002_RS11720	HAMP domain-containing histidine kinase
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00439.1	SYNPCC7002_A2461	gene-SYNPCC7002_RS12210	protein_coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	EAL domain-containing protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00564.1	SYNPCC7002_A2587	gene-SYNPCC7002_RS16210	protein_coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	EAL domain-containing protein
InterPro Domains	IPR035965	PAS domain superfamily	cluster_2	ACB00621.1	SYNPCC7002_A2644	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
SMART Domains	SM00091	PAS domain	cluster_2	ACA98162.1	SYNPCC7002_A0148	gene-SYNPCC7002_RS16040	protein_coding	SYNPCC7002_RS16040	SYNPCC7002_RS16040	PAS domain-containing protein
SMART Domains	SM00091	PAS domain	cluster_2	ACA98999.1	SYNPCC7002_A0996	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
SMART Domains	SM00091	PAS domain	cluster_2	ACA99259.1	SYNPCC7002_A1261	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
SMART Domains	SM00091	PAS domain	cluster_2	ACA99351.1	SYNPCC7002_A1355	gene-SYNPCC7002_RS06775	protein_coding	SYNPCC7002_RS06775	SYNPCC7002_RS06775	diguanylate cyclase
SMART Domains	SM00091	PAS domain	cluster_2	ACA99378.1	SYNPCC7002_A1382	gene-SYNPCC7002_RS16110	protein_coding	SYNPCC7002_RS16110	SYNPCC7002_RS16110	PAS domain S-box protein
SMART Domains	SM00091	PAS domain	cluster_2	ACA99396.1	SYNPCC7002_A1405	gene-SYNPCC7002_RS07030	protein_coding	SYNPCC7002_RS07030	SYNPCC7002_RS07030	ATP-binding protein
SMART Domains	SM00091	PAS domain	cluster_2	ACB00084.1	SYNPCC7002_A2100	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
SMART Domains	SM00091	PAS domain	cluster_2	ACB00097.1	SYNPCC7002_A2115	gene-SYNPCC7002_RS10545	protein_coding	SYNPCC7002_RS10545	SYNPCC7002_RS10545	SpoIIE family protein phosphatase
SMART Domains	SM00091	PAS domain	cluster_2	ACB00439.1	SYNPCC7002_A2461	gene-SYNPCC7002_RS12210	protein_coding	SYNPCC7002_RS12210	SYNPCC7002_RS12210	EAL domain-containing protein
SMART Domains	SM00091	PAS domain	cluster_2	ACB00482.1	SYNPCC7002_A2504	gene-SYNPCC7002_RS16205	protein_coding	SYNPCC7002_RS16205	SYNPCC7002_RS16205	PAS domain S-box protein
SMART Domains	SM00091	PAS domain	cluster_2	ACB00564.1	SYNPCC7002_A2587	gene-SYNPCC7002_RS16210	protein_coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	EAL domain-containing protein
