locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A1798	rbcL	211	gene-SYNPCC7002_RS09010	protein_coding	SYNPCC7002_RS09010	SYNPCC7002_RS09010	form I ribulose bisphosphate carboxylase large subunit
SYNPCC7002_A2645	ACB00622.1	35	gene-SYNPCC7002_RS13115	protein_coding	SYNPCC7002_RS13115	SYNPCC7002_RS13115	hypothetical protein
SYNPCC7002_A1982	ACA99968.1	352	gene-SYNPCC7002_RS09900	protein_coding	SYNPCC7002_RS09900	SYNPCC7002_RS09900	MAPEG family protein
SYNPCC7002_A0465	ACA98473.1	210	gene-SYNPCC7002_RS02305	protein_coding	SYNPCC7002_RS02305	SYNPCC7002_RS02305	hypothetical protein
SYNPCC7002_A1315	merA	1	gene-SYNPCC7002_RS06575	protein_coding	SYNPCC7002_RS06575	SYNPCC7002_RS06575	FAD-dependent oxidoreductase
SYNPCC7002_A1978	ACA99965.1	1	gene-SYNPCC7002_RS09880	protein_coding	SYNPCC7002_RS09880	SYNPCC7002_RS09880	SDR family oxidoreductase
SYNPCC7002_A2825	ACB00794.1	351	gene-SYNPCC7002_RS13955	protein_coding	SYNPCC7002_RS13955	SYNPCC7002_RS13955	YgiT-type zinc finger protein
SYNPCC7002_A1796	rbcS	114	gene-SYNPCC7002_RS09000	protein_coding	SYNPCC7002_RS09000	SYNPCC7002_RS09000	ribulose bisphosphate carboxylase small subunit
SYNPCC7002_A0645	ACA98650.1	15	gene-SYNPCC7002_RS03220	protein_coding	SYNPCC7002_RS03220	SYNPCC7002_RS03220	hypothetical protein
SYNPCC7002_A2826	purE	351	gene-SYNPCC7002_RS13960	protein_coding	purE	SYNPCC7002_RS13960	5-(carboxyamino)imidazole ribonucleotide mutase
SYNPCC7002_A0468	ACA98476.1	116	gene-SYNPCC7002_RS02320	protein_coding	SYNPCC7002_RS02320	SYNPCC7002_RS02320	alpha-E domain-containing protein
SYNPCC7002_A1979	ACA99966.1	1	gene-SYNPCC7002_RS09885	protein_coding	SYNPCC7002_RS09885	SYNPCC7002_RS09885	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
SYNPCC7002_A2644	ACB00621.1	2	gene-SYNPCC7002_RS16220	protein_coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	PAS domain-containing protein
SYNPCC7002_A1976	ACA99963.1	1	gene-SYNPCC7002_RS09870	protein_coding	SYNPCC7002_RS09870	SYNPCC7002_RS09870	glycosyltransferase
SYNPCC7002_A1313	narK	209	gene-SYNPCC7002_RS06565	protein_coding	SYNPCC7002_RS06565	SYNPCC7002_RS06565	MFS transporter
SYNPCC7002_A2824	ACB00793.1	350	gene-SYNPCC7002_RS13950	protein_coding	SYNPCC7002_RS13950	SYNPCC7002_RS13950	YkvA family protein
SYNPCC7002_A0467	ACA98475.1	116	gene-SYNPCC7002_RS02315	protein_coding	SYNPCC7002_RS02315	SYNPCC7002_RS02315	transglutaminase family protein
SYNPCC7002_A1977	ACA99964.1	1	gene-SYNPCC7002_RS09875	protein_coding	SYNPCC7002_RS09875	SYNPCC7002_RS09875	fatty acyl-AMP ligase
SYNPCC7002_A0462	ACA98470.1	113	gene-SYNPCC7002_RS02290	protein_coding	SYNPCC7002_RS02290	SYNPCC7002_RS02290	amidoligase family protein
SYNPCC7002_A0647	ACA98652.1	204	gene-SYNPCC7002_RS03230	protein_coding	SYNPCC7002_RS03230	SYNPCC7002_RS03230	DUF2358 domain-containing protein
SYNPCC7002_A1310	dcd	115	gene-SYNPCC7002_RS06550	protein_coding	dcd	SYNPCC7002_RS06550	dCTP deaminase
SYNPCC7002_A2641	ACB00618.1	208	gene-SYNPCC7002_RS13095	protein_coding	SYNPCC7002_RS13095	SYNPCC7002_RS13095	hypothetical protein
SYNPCC7002_A2821	ACB00790.1	350	gene-SYNPCC7002_RS13940	protein_coding	SYNPCC7002_RS13940	SYNPCC7002_RS13940	phage holin family protein
SYNPCC7002_A0461	ACA98469.1	113	gene-SYNPCC7002_RS02285	protein_coding	SYNPCC7002_RS02285	SYNPCC7002_RS02285	hypothetical protein
SYNPCC7002_A1975	ACA99962.1	11	gene-SYNPCC7002_RS09865	protein_coding	SYNPCC7002_RS09865	SYNPCC7002_RS09865	oligosaccharide flippase family protein
SYNPCC7002_A1795	ACA99783.1	114	gene-SYNPCC7002_RS08995	protein_coding	SYNPCC7002_RS08995	SYNPCC7002_RS08995	DUF2059 domain-containing protein
SYNPCC7002_A0644	ACA98649.1	349	gene-SYNPCC7002_RS03215	protein_coding	hemJ	SYNPCC7002_RS03215	protoporphyrinogen oxidase HemJ
SYNPCC7002_A1311	petM	1	gene-SYNPCC7002_RS06555	protein_coding	SYNPCC7002_RS06555	SYNPCC7002_RS06555	PetM family cytochrome b6-f complex subunit 7
SYNPCC7002_A1792	ACA99780.1	21	gene-SYNPCC7002_RS08980	protein_coding	SYNPCC7002_RS08980	SYNPCC7002_RS08980	Uma2 family endonuclease
SYNPCC7002_A1973	ndhD2	1	gene-SYNPCC7002_RS09855	protein_coding	SYNPCC7002_RS09855	SYNPCC7002_RS09855	NAD(P)H-quinone oxidoreductase subunit 4
SYNPCC7002_A2640	ACB00617.1	208	gene-SYNPCC7002_RS13090	protein_coding	SYNPCC7002_RS13090	SYNPCC7002_RS13090	type II toxin-antitoxin system RelE/ParE family toxin
SYNPCC7002_A0643	cynS	257	gene-SYNPCC7002_RS03210	protein_coding	cynS	SYNPCC7002_RS03210	cyanase
SYNPCC7002_A1793	ACA99781.1	70	gene-SYNPCC7002_RS08985	protein_coding	SYNPCC7002_RS08985	SYNPCC7002_RS08985	MFS transporter
SYNPCC7002_A0460	ACA98468.1	113	gene-SYNPCC7002_RS02280	protein_coding	SYNPCC7002_RS02280	SYNPCC7002_RS02280	MFS transporter
SYNPCC7002_A0639	cpcG	262	gene-SYNPCC7002_RS03190	protein_coding	SYNPCC7002_RS03190	SYNPCC7002_RS03190	phycobilisome rod-core linker polypeptide
SYNPCC7002_A1307	ACA99304.1	112	gene-SYNPCC7002_RS06535	protein_coding	SYNPCC7002_RS06535	SYNPCC7002_RS06535	hypothetical protein
SYNPCC7002_A0638	ACA98643.1	8	gene-SYNPCC7002_RS03185	protein_coding	SYNPCC7002_RS03185	SYNPCC7002_RS03185	D-alanyl-alanine synthetase
SYNPCC7002_A2638	fruB	207	gene-SYNPCC7002_RS13080	protein_coding	SYNPCC7002_RS13080	SYNPCC7002_RS13080	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain
SYNPCC7002_A2819	ACB00788.1	286	gene-SYNPCC7002_RS13930	protein_coding	SYNPCC7002_RS13930	SYNPCC7002_RS13930	glycoside hydrolase family 57 protein
SYNPCC7002_A2639	ACB00616.1	207	gene-SYNPCC7002_RS16215	protein_coding	SYNPCC7002_RS16215	SYNPCC7002_RS16215	hypothetical protein
SYNPCC7002_A2816	ACB00785.1	263	gene-SYNPCC7002_RS13915	protein_coding	SYNPCC7002_RS13915	SYNPCC7002_RS13915	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
SYNPCC7002_A1308	rpaA	2	gene-SYNPCC7002_RS06540	protein_coding	SYNPCC7002_RS06540	SYNPCC7002_RS06540	response regulator transcription factor
SYNPCC7002_A1305	ACA99302.1	112	gene-SYNPCC7002_RS06525	protein_coding	SYNPCC7002_RS06525	SYNPCC7002_RS06525	hypothetical protein
SYNPCC7002_A1967	ACA99954.1	67	gene-SYNPCC7002_RS09830	protein_coding	fetB	SYNPCC7002_RS09830	iron export ABC transporter permease subunit FetB
SYNPCC7002_A1789	ACA99777.1	50	gene-SYNPCC7002_RS08965	protein_coding	SYNPCC7002_RS08965	SYNPCC7002_RS08965	Crp/Fnr family transcriptional regulator
SYNPCC7002_A2814	ACB00783.1	347	gene-SYNPCC7002_RS13905	protein_coding	SYNPCC7002_RS13905	SYNPCC7002_RS13905	NAD(P)-dependent oxidoreductase
SYNPCC7002_A2636	ACB00613.1	205	gene-SYNPCC7002_RS16750	protein_coding	SYNPCC7002_RS16750	SYNPCC7002_RS16750	hypothetical protein
SYNPCC7002_A2815	ACB00784.1	2	gene-SYNPCC7002_RS13910	protein_coding	SYNPCC7002_RS13910	SYNPCC7002_RS13910	PleD family two-component system response regulator
SYNPCC7002_A2637	ACB00614.1	3	gene-SYNPCC7002_RS13075	protein_coding	SYNPCC7002_RS13075	SYNPCC7002_RS13075	SRPBCC family protein
SYNPCC7002_A1306	ACA99303.1	112	gene-SYNPCC7002_RS06530	protein_coding	SYNPCC7002_RS06530	SYNPCC7002_RS06530	hypothetical protein
SYNPCC7002_A0455	ACA98463.1	206	gene-SYNPCC7002_RS02255	protein_coding	SYNPCC7002_RS02255	SYNPCC7002_RS02255	hypothetical protein
SYNPCC7002_A2812	phhB	158	gene-SYNPCC7002_RS13895	protein_coding	SYNPCC7002_RS13895	SYNPCC7002_RS13895	4a-hydroxytetrahydrobiopterin dehydratase
SYNPCC7002_A1303	ACA99300.1	3	gene-SYNPCC7002_RS06515	protein_coding	SYNPCC7002_RS06515	SYNPCC7002_RS06515	photosystem II oxygen evolving complex protein PsbP
SYNPCC7002_A1787	ACA99775.1	111	gene-SYNPCC7002_RS08955	protein_coding	SYNPCC7002_RS08955	SYNPCC7002_RS08955	methyltransferase domain-containing protein
SYNPCC7002_A2634	ACB00611.1	41	gene-SYNPCC7002_RS13065	protein_coding	SYNPCC7002_RS13065	SYNPCC7002_RS13065	ABC transporter permease
SYNPCC7002_A1966	degT	67	gene-SYNPCC7002_RS09825	protein_coding	SYNPCC7002_RS09825	SYNPCC7002_RS09825	DegT/DnrJ/EryC1/StrS family aminotransferase
SYNPCC7002_A0454	ACA98462.1	68	gene-SYNPCC7002_RS02250	protein_coding	SYNPCC7002_RS02250	SYNPCC7002_RS02250	AarF/UbiB family protein
SYNPCC7002_A2635	ACB00612.1	205	gene-SYNPCC7002_RS13070	protein_coding	SYNPCC7002_RS13070	SYNPCC7002_RS13070	co-chaperone GrpE
SYNPCC7002_A1963	ACA99950.1	348	gene-SYNPCC7002_RS09810	protein_coding	SYNPCC7002_RS09810	SYNPCC7002_RS09810	amino acid permease
SYNPCC7002_A0630	ruvC	13	gene-SYNPCC7002_RS03145	protein_coding	SYNPCC7002_RS03145	SYNPCC7002_RS03145	crossover junction endodeoxyribonuclease RuvC
SYNPCC7002_A1301	ACA99298.1	10	gene-SYNPCC7002_RS06505	protein_coding	glpX	SYNPCC7002_RS06505	class II fructose-bisphosphatase
SYNPCC7002_A1964	ACA99951.1	348	gene-SYNPCC7002_RS09815	protein_coding	SYNPCC7002_RS09815	SYNPCC7002_RS09815	AI-2E family transporter
SYNPCC7002_A1785	sfsA	111	gene-SYNPCC7002_RS08945	protein_coding	sfsA	SYNPCC7002_RS08945	DNA/RNA nuclease SfsA
SYNPCC7002_A1961	psaA	3	gene-SYNPCC7002_RS09800	protein_coding	psaA	SYNPCC7002_RS09800	photosystem I core protein PsaA
SYNPCC7002_A2632	ACB00609.1	3	gene-SYNPCC7002_RS13055	protein_coding	SYNPCC7002_RS13055	SYNPCC7002_RS13055	DUF3326 domain-containing protein
SYNPCC7002_A0633	ACA98638.1	182	gene-SYNPCC7002_RS03160	protein_coding	SYNPCC7002_RS03160	SYNPCC7002_RS03160	DUF4365 domain-containing protein
SYNPCC7002_A1962	psaB	3	gene-SYNPCC7002_RS09805	protein_coding	psaB	SYNPCC7002_RS09805	photosystem I core protein PsaB
SYNPCC7002_A1786	ACA99774.1	111	gene-SYNPCC7002_RS08950	protein_coding	SYNPCC7002_RS08950	SYNPCC7002_RS08950	late competence development ComFB family protein
SYNPCC7002_A0231	psbF	3	gene-SYNPCC7002_RS16355	protein_coding	psbF	SYNPCC7002_RS16355	cytochrome b559 subunit beta
SYNPCC7002_A1302	hemA	6	gene-SYNPCC7002_RS06510	protein_coding	SYNPCC7002_RS06510	SYNPCC7002_RS06510	glutamyl-tRNA reductase
SYNPCC7002_A1563	queF	47	gene-SYNPCC7002_RS07835	protein_coding	queF	SYNPCC7002_RS07835	preQ(1) synthase
SYNPCC7002_A0456	leuD	69	gene-SYNPCC7002_RS02260	protein_coding	leuD	SYNPCC7002_RS02260	3-isopropylmalate dehydratase small subunit
SYNPCC7002_A2410	ACB00388.1	27	gene-SYNPCC7002_RS11945	protein_coding	SYNPCC7002_RS11945	SYNPCC7002_RS11945	MBL fold metallo-hydrolase
SYNPCC7002_A1783	ACA99771.1	49	gene-SYNPCC7002_RS08935	protein_coding	SYNPCC7002_RS08935	SYNPCC7002_RS08935	class I SAM-dependent methyltransferase
SYNPCC7002_A0230	psbE	3	gene-SYNPCC7002_RS01145	protein_coding	psbE	SYNPCC7002_RS01145	cytochrome b559 subunit alpha
SYNPCC7002_A2630	ACB00607.1	110	gene-SYNPCC7002_RS13045	protein_coding	SYNPCC7002_RS13045	SYNPCC7002_RS13045	hypothetical protein
SYNPCC7002_A0450	glmM	202	gene-SYNPCC7002_RS02230	protein_coding	glmM	SYNPCC7002_RS02230	phosphoglucosamine mutase
SYNPCC7002_A1561	cobU	72	gene-SYNPCC7002_RS07825	protein_coding	cobU	SYNPCC7002_RS07825	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
SYNPCC7002_A2631	ACB00608.1	40	gene-SYNPCC7002_RS13050	protein_coding	SYNPCC7002_RS13050	SYNPCC7002_RS13050	CPBP family intramembrane metalloprotease
SYNPCC7002_A0233	psbJ	3	gene-SYNPCC7002_RS01150	protein_coding	SYNPCC7002_RS01150	SYNPCC7002_RS01150	photosystem II reaction center protein J
SYNPCC7002_A1784	nadE	49	gene-SYNPCC7002_RS08940	protein_coding	SYNPCC7002_RS08940	SYNPCC7002_RS08940	NAD+ synthase
SYNPCC7002_A0232	psbL	3	gene-SYNPCC7002_RS16360	protein_coding	SYNPCC7002_RS16360	SYNPCC7002_RS16360	photosystem II reaction center protein L
SYNPCC7002_A1781	ACA99769.1	204	gene-SYNPCC7002_RS08925	protein_coding	SYNPCC7002_RS08925	SYNPCC7002_RS08925	PAP/fibrillin family protein
SYNPCC7002_A1560	psbD	3	gene-SYNPCC7002_RS07820	protein_coding	psbD	SYNPCC7002_RS07820	photosystem II D2 protein (photosystem q(a) protein)
SYNPCC7002_A0453	ACA98461.1	68	gene-SYNPCC7002_RS02245	protein_coding	SYNPCC7002_RS02245	SYNPCC7002_RS02245	Stp1/IreP family PP2C-type Ser/Thr phosphatase
SYNPCC7002_A2409	ACB00387.1	181	gene-SYNPCC7002_RS11940	protein_coding	SYNPCC7002_RS11940	SYNPCC7002_RS11940	HDIG domain-containing protein
SYNPCC7002_A2407	trmD	181	gene-SYNPCC7002_RS11930	protein_coding	trmD	SYNPCC7002_RS11930	tRNA (guanosine(37)-N1)-methyltransferase TrmD
SYNPCC7002_A0452	ACA98460.1	10	gene-SYNPCC7002_RS02240	protein_coding	SYNPCC7002_RS02240	SYNPCC7002_RS02240	D-hexose-6-phosphate mutarotase
SYNPCC7002_A0227	ACA98239.1	270	gene-SYNPCC7002_RS01130	protein_coding	SYNPCC7002_RS01130	SYNPCC7002_RS01130	cation:proton antiporter
SYNPCC7002_A1780	ACA99768.1	203	gene-SYNPCC7002_RS08920	protein_coding	SYNPCC7002_RS08920	SYNPCC7002_RS08920	DUF202 domain-containing protein
SYNPCC7002_A2408	ACB00386.1	181	gene-SYNPCC7002_RS11935	protein_coding	SYNPCC7002_RS11935	SYNPCC7002_RS11935	hypothetical protein
SYNPCC7002_A2629	ACB00606.1	110	gene-SYNPCC7002_RS13040	protein_coding	SYNPCC7002_RS13040	SYNPCC7002_RS13040	nitrite/sulfite reductase
SYNPCC7002_A1558	mmsB	347	gene-SYNPCC7002_RS07810	protein_coding	SYNPCC7002_RS07810	SYNPCC7002_RS07810	NAD(P)-dependent oxidoreductase
SYNPCC7002_A0448	ACA98456.1	1	gene-SYNPCC7002_RS02220	protein_coding	SYNPCC7002_RS02220	SYNPCC7002_RS02220	NAD-dependent malic enzyme
SYNPCC7002_A2627	sbcC	109	gene-SYNPCC7002_RS13030	protein_coding	sbcC	SYNPCC7002_RS13030	exonuclease subunit SbcC
SYNPCC7002_A0447	pheT	19	gene-SYNPCC7002_RS02215	protein_coding	pheT	SYNPCC7002_RS02215	phenylalanine--tRNA ligase subunit beta
SYNPCC7002_A1559	psbC	3	gene-SYNPCC7002_RS07815	protein_coding	psbC	SYNPCC7002_RS07815	photosystem II reaction center protein CP43
SYNPCC7002_A2628	ACB00605.1	9	gene-SYNPCC7002_RS13035	protein_coding	SYNPCC7002_RS13035	SYNPCC7002_RS13035	efflux RND transporter permease subunit
SYNPCC7002_A0229	ACA98241.1	3	gene-SYNPCC7002_RS01140	protein_coding	SYNPCC7002_RS01140	SYNPCC7002_RS01140	photosynthesis system II assembly factor Ycf48
SYNPCC7002_A2625	ppnK-2	49	gene-SYNPCC7002_RS13020	protein_coding	SYNPCC7002_RS13020	SYNPCC7002_RS13020	NAD(+) kinase
SYNPCC7002_A0224	ACA98236.1	344	gene-SYNPCC7002_RS16350	protein_coding	SYNPCC7002_RS16350	SYNPCC7002_RS16350	M48 family metallopeptidase
SYNPCC7002_A2626	ACB00603.1	108	gene-SYNPCC7002_RS13025	protein_coding	SYNPCC7002_RS13025	SYNPCC7002_RS13025	pentapeptide repeat-containing protein
SYNPCC7002_A0449	ACA98457.1	202	gene-SYNPCC7002_RS02225	protein_coding	SYNPCC7002_RS02225	SYNPCC7002_RS02225	Uma2 family endonuclease
SYNPCC7002_A2403	ACB00381.1	346	gene-SYNPCC7002_RS11910	protein_coding	SYNPCC7002_RS11910	SYNPCC7002_RS11910	hypothetical protein
SYNPCC7002_A0444	ACA98452.1	1	gene-SYNPCC7002_RS02200	protein_coding	SYNPCC7002_RS02200	SYNPCC7002_RS02200	fumarylacetoacetate hydrolase family protein
SYNPCC7002_A1776	ACA99765.1	18	gene-SYNPCC7002_RS08895	protein_coding	cas5	SYNPCC7002_RS08895	CRISPR-associated protein Cas5
SYNPCC7002_A1554	ACA99545.1	180	gene-SYNPCC7002_RS07790	protein_coding	SYNPCC7002_RS07790	SYNPCC7002_RS07790	mannose-1-phosphate guanylyltransferase
SYNPCC7002_A2623	ACB00600.1	1	gene-SYNPCC7002_RS13010	protein_coding	SYNPCC7002_RS13010	SYNPCC7002_RS13010	citrate synthase
SYNPCC7002_A2401	psaK	3	gene-SYNPCC7002_RS11900	protein_coding	psaK	SYNPCC7002_RS11900	photosystem I reaction center subunit PsaK
SYNPCC7002_A0443	rpsF	1	gene-SYNPCC7002_RS02195	protein_coding	rpsF	SYNPCC7002_RS02195	30S ribosomal protein S6
SYNPCC7002_A2402	ama	346	gene-SYNPCC7002_RS11905	protein_coding	SYNPCC7002_RS11905	SYNPCC7002_RS11905	M20 family metallopeptidase
SYNPCC7002_A1777	cas	18	gene-SYNPCC7002_RS08900	protein_coding	SYNPCC7002_RS08900	SYNPCC7002_RS08900	type I-MYXAN CRISPR-associated endonuclease Cas4/Cas1
SYNPCC7002_A1555	ACA99546.1	345	gene-SYNPCC7002_RS07795	protein_coding	SYNPCC7002_RS07795	SYNPCC7002_RS07795	lipoate--protein ligase family protein
SYNPCC7002_A1774	ACA99763.1	18	gene-SYNPCC7002_RS08885	protein_coding	SYNPCC7002_RS08885	SYNPCC7002_RS08885	hypothetical protein
SYNPCC7002_A0225	ACA98237.1	344	gene-SYNPCC7002_RS01120	protein_coding	SYNPCC7002_RS01120	SYNPCC7002_RS01120	hypothetical protein
SYNPCC7002_A2621	psaI	3	gene-SYNPCC7002_RS13000	protein_coding	SYNPCC7002_RS13000	SYNPCC7002_RS13000	photosystem I reaction center subunit VIII
SYNPCC7002_A0446	ACA98454.1	201	gene-SYNPCC7002_RS02210	protein_coding	SYNPCC7002_RS02210	SYNPCC7002_RS02210	serine/threonine-protein kinase
SYNPCC7002_A1552	miaE	180	gene-SYNPCC7002_RS07780	protein_coding	SYNPCC7002_RS07780	SYNPCC7002_RS07780	hydroxylase
SYNPCC7002_A1775	ACA99764.1	18	gene-SYNPCC7002_RS08890	protein_coding	SYNPCC7002_RS08890	SYNPCC7002_RS08890	type II toxin-antitoxin system VapC family toxin
SYNPCC7002_A0445	ACA98453.1	12	gene-SYNPCC7002_RS02205	protein_coding	SYNPCC7002_RS02205	SYNPCC7002_RS02205	peptide ABC transporter substrate-binding protein
SYNPCC7002_A1553	ACA99544.1	180	gene-SYNPCC7002_RS07785	protein_coding	SYNPCC7002_RS07785	SYNPCC7002_RS07785	hypothetical protein
SYNPCC7002_A1772	ACA99761.1	18	gene-SYNPCC7002_RS08875	protein_coding	cas8a1	SYNPCC7002_RS08875	type I-MYXAN CRISPR-associated Cas8a1/Cmx1
SYNPCC7002_A1550	ACA99541.1	342	gene-SYNPCC7002_RS07770	protein_coding	SYNPCC7002_RS07770	SYNPCC7002_RS07770	alpha/beta hydrolase
SYNPCC7002_A2620	psaL	3	gene-SYNPCC7002_RS12995	protein_coding	SYNPCC7002_RS12995	SYNPCC7002_RS12995	photosystem I reaction center subunit XI
SYNPCC7002_A0222	ACA98235.1	343	gene-SYNPCC7002_RS01105	protein_coding	SYNPCC7002_RS01105	SYNPCC7002_RS01105	TldD/PmbA family protein
SYNPCC7002_A1773	ACA99762.1	18	gene-SYNPCC7002_RS08880	protein_coding	cas7i	SYNPCC7002_RS08880	type I-B CRISPR-associated protein Cas7/Cst2/DevR
SYNPCC7002_A1551	ACA99542.1	342	gene-SYNPCC7002_RS07775	protein_coding	SYNPCC7002_RS07775	SYNPCC7002_RS07775	hypothetical protein
SYNPCC7002_A1770	ACA99759.1	18	gene-SYNPCC7002_RS08865	protein_coding	cas6	SYNPCC7002_RS08865	type I-MYXAN CRISPR-associated protein Cas6/Cmx6
SYNPCC7002_A0442	ACA98450.1	2	gene-SYNPCC7002_RS02190	protein_coding	SYNPCC7002_RS02190	SYNPCC7002_RS02190	HAMP domain-containing histidine kinase
SYNPCC7002_A0217	ppnK	49	gene-SYNPCC7002_RS01080	protein_coding	SYNPCC7002_RS01080	SYNPCC7002_RS01080	NAD(+) kinase
SYNPCC7002_A1771	cas3	18	gene-SYNPCC7002_RS08870	protein_coding	SYNPCC7002_RS08870	SYNPCC7002_RS08870	CRISPR-associated helicase/endonuclease Cas3
SYNPCC7002_A1549	gcvP	341	gene-SYNPCC7002_RS07765	protein_coding	gcvP	SYNPCC7002_RS07765	aminomethyl-transferring glycine dehydrogenase
SYNPCC7002_A2619	ACB00596.1	107	gene-SYNPCC7002_RS12990	protein_coding	SYNPCC7002_RS12990	SYNPCC7002_RS12990	TPM domain-containing protein
SYNPCC7002_A0218	ACA98231.1	2	gene-SYNPCC7002_RS01085	protein_coding	SYNPCC7002_RS01085	SYNPCC7002_RS01085	response regulator transcription factor
SYNPCC7002_A0437	ACA98447.1	106	gene-SYNPCC7002_RS16930	protein_coding	SYNPCC7002_RS16930	SYNPCC7002_RS16930	hypothetical protein
SYNPCC7002_A0697	pilT	37	gene-SYNPCC7002_RS03490	protein_coding	SYNPCC7002_RS03490	SYNPCC7002_RS03490	type IV pilus twitching motility protein PilT
SYNPCC7002_A1769	ACA99758.1	18	gene-SYNPCC7002_RS08860	protein_coding	SYNPCC7002_RS08860	SYNPCC7002_RS08860	WYL domain-containing protein
SYNPCC7002_A0213	prc	58	gene-SYNPCC7002_RS01060	protein_coding	SYNPCC7002_RS01060	SYNPCC7002_RS01060	S41 family peptidase
SYNPCC7002_A2616	ACB00593.1	199	gene-SYNPCC7002_RS12975	protein_coding	SYNPCC7002_RS12975	SYNPCC7002_RS12975	hypothetical protein
SYNPCC7002_A1545	purQ	4	gene-SYNPCC7002_RS07745	protein_coding	purQ	SYNPCC7002_RS07745	phosphoribosylformylglycinamidine synthase subunit PurQ
SYNPCC7002_A0436	ACA98446.1	67	gene-SYNPCC7002_RS02160	protein_coding	SYNPCC7002_RS02160	SYNPCC7002_RS02160	Gfo/Idh/MocA family oxidoreductase
SYNPCC7002_A0212	chaA	58	gene-SYNPCC7002_RS01055	protein_coding	cax	SYNPCC7002_RS01055	calcium/proton exchanger
SYNPCC7002_A2617	ACB00594.1	3	gene-SYNPCC7002_RS12980	protein_coding	SYNPCC7002_RS12980	SYNPCC7002_RS12980	hypothetical protein
SYNPCC7002_A0696	gspE	37	gene-SYNPCC7002_RS03485	protein_coding	SYNPCC7002_RS03485	SYNPCC7002_RS03485	GspE/PulE family protein
SYNPCC7002_A1767	ACA99756.1	18	gene-SYNPCC7002_RS08850	protein_coding	SYNPCC7002_RS08850	SYNPCC7002_RS08850	DUF1493 family protein
SYNPCC7002_A1546	purS	83	gene-SYNPCC7002_RS07750	protein_coding	purS	SYNPCC7002_RS07750	phosphoribosylformylglycinamidine synthase subunit PurS
SYNPCC7002_A2614	proA	200	gene-SYNPCC7002_RS12965	protein_coding	proA	SYNPCC7002_RS12965	glutamate-5-semialdehyde dehydrogenase
SYNPCC7002_A1543	ACA99534.1	1	gene-SYNPCC7002_RS07735	protein_coding	SYNPCC7002_RS07735	SYNPCC7002_RS07735	ribonuclease R
SYNPCC7002_A2615	ACB00592.1	199	gene-SYNPCC7002_RS12970	protein_coding	SYNPCC7002_RS12970	SYNPCC7002_RS12970	hypothetical protein
SYNPCC7002_A0699	pilC	37	gene-SYNPCC7002_RS03495	protein_coding	SYNPCC7002_RS03495	SYNPCC7002_RS03495	type II secretion system F family protein
SYNPCC7002_A2612	ccmK-3	34	gene-SYNPCC7002_RS12955	protein_coding	SYNPCC7002_RS12955	SYNPCC7002_RS12955	carbon dioxide-concentrating mechanism protein CcmK
SYNPCC7002_A0693	dnaJ	1	gene-SYNPCC7002_RS03470	protein_coding	dnaJ	SYNPCC7002_RS03470	molecular chaperone DnaJ
SYNPCC7002_A2613	ccmK-4	34	gene-SYNPCC7002_RS12960	protein_coding	SYNPCC7002_RS12960	SYNPCC7002_RS12960	carbon dioxide-concentrating mechanism protein CcmK
SYNPCC7002_A1766	ACA99755.1	1	gene-SYNPCC7002_RS08845	protein_coding	SYNPCC7002_RS08845	SYNPCC7002_RS08845	NAD-dependent epimerase/dehydratase family protein
SYNPCC7002_A2872	ACB00840.1	340	gene-SYNPCC7002_RS14185	protein_coding	SYNPCC7002_RS14185	SYNPCC7002_RS14185	VWA domain-containing protein
SYNPCC7002_A0692	ACA98697.1	16	gene-SYNPCC7002_RS03465	protein_coding	SYNPCC7002_RS03465	SYNPCC7002_RS03465	sulfurtransferase TusA family protein
SYNPCC7002_A0435	ape2	66	gene-SYNPCC7002_RS02155	protein_coding	SYNPCC7002_RS02155	SYNPCC7002_RS02155	M1 family metallopeptidase
SYNPCC7002_A1764	ybeY	1	gene-SYNPCC7002_RS08835	protein_coding	ybeY	SYNPCC7002_RS08835	rRNA maturation RNase YbeY
SYNPCC7002_A2870	ACB00838.1	340	gene-SYNPCC7002_RS14180	protein_coding	SYNPCC7002_RS14180	SYNPCC7002_RS14180	hypothetical protein
SYNPCC7002_A0434	prlC	66	gene-SYNPCC7002_RS02150	protein_coding	SYNPCC7002_RS02150	SYNPCC7002_RS02150	M3 family metallopeptidase
SYNPCC7002_A0210	por	6	gene-SYNPCC7002_RS01045	protein_coding	SYNPCC7002_RS01045	SYNPCC7002_RS01045	protochlorophyllide reductase
SYNPCC7002_A0690	ACA98695.1	339	gene-SYNPCC7002_RS03455	protein_coding	SYNPCC7002_RS03455	SYNPCC7002_RS03455	IctB family putative bicarbonate transporter
SYNPCC7002_A0206	hypD	38	gene-SYNPCC7002_RS01025	protein_coding	hypD	SYNPCC7002_RS01025	hydrogenase formation protein HypD
