Geneid	Chr	Start	End	Strand	Length	15percent_7002-5_CO2-RNA-seq	15percent_7002-6_CO2-RNA-seq	15percent_7002-7_CO2-RNA-seq	15percent_7002-8_CO2-RNA-seq	1percent_7002-1_CO2-RNA-seq	1percent_7002-2_CO2-RNA-seq	1percent_7002-3_CO2-RNA-seq	1percent_7002-4_CO2-RNA-seq
gene-SYNPCC7002_RS14010	NC_010475.1	2959893	2961509	-	1617	500	481	534	1049	1396	907	717	1107
gene-SYNPCC7002_RS14015	NC_010475.1	2961586	2962032	-	447	209	172	264	422	365	361	238	449
gene-SYNPCC7002_RS14020	NC_010475.1	2962059	2962946	-	888	530	526	679	1381	1140	1117	860	1474
gene-SYNPCC7002_RS14025	NC_010475.1	2963044	2963898	+	855	1608	1291	1528	3408	7356	2983	2061	3185
gene-SYNPCC7002_RS14030	NC_010475.1	2963919	2964494	-	576	1585	1300	1637	3269	3817	3176	2060	3785
gene-SYNPCC7002_RS14035	NC_010475.1	2964572	2965822	-	1251	2779	2400	2752	4733	4344	3459	2774	3965
gene-SYNPCC7002_RS14045	NC_010475.1	2967507	2969855	-	2349	2342	2159	2250	4779	5445	3358	2370	4147
gene-SYNPCC7002_RS14050	NC_010475.1	2970035	2970271	-	237	443	533	498	1145	1501	1038	881	1264
gene-SYNPCC7002_RS14055	NC_010475.1	2970392	2971825	+	1434	1166	1028	1074	2140	2963	2049	1301	2244
gene-SYNPCC7002_RS14060	NC_010475.1	2971986	2973191	+	1206	418	491	438	910	532	482	349	724
gene-SYNPCC7002_RS14065	NC_010475.1	2973816	2975495	+	1680	591	692	848	1630	696	786	600	924
gene-SYNPCC7002_RS16240	NC_010475.1	2975686	2976804	+	1119	215	227	304	574	326	308	207	368
gene-SYNPCC7002_RS14075	NC_010475.1	2976861	2979410	-	2550	6443	5402	5862	12610	17367	12015	8034	14592
gene-SYNPCC7002_RS14080	NC_010475.1	2979937	2980197	-	261	21	7	14	38	46	25	14	26
gene-SYNPCC7002_RS14085	NC_010475.1	2980301	2981803	+	1503	28880	24244	28185	54796	57375	40899	26648	48579
gene-SYNPCC7002_RS14090	NC_010475.1	2981951	2983651	+	1701	14767	11523	13397	26770	30389	21315	12875	25732
gene-SYNPCC7002_RS14095	NC_010475.1	2983875	2984789	+	915	13733	12348	13549	29697	27387	21278	14010	24380
gene-SYNPCC7002_RS14100	NC_010475.1	2984916	2985566	+	651	904	797	863	1737	2536	1926	1172	2417
gene-SYNPCC7002_RS14105	NC_010475.1	2985559	2986155	+	597	274	217	233	471	776	620	436	651
gene-SYNPCC7002_RS14110	NC_010475.1	2986181	2986867	+	687	1072	940	1038	2405	2089	1539	1157	1867
gene-SYNPCC7002_RS14115	NC_010475.1	2986977	2987879	+	903	43496	34927	40848	87982	59362	44614	32568	56808
gene-SYNPCC7002_RS14120	NC_010475.1	2988042	2989523	+	1482	2029	1944	2245	4425	3562	2938	1939	3170
gene-SYNPCC7002_RS14125	NC_010475.1	2989586	2990698	-	1113	1776	1648	1875	3804	7736	4562	3330	5894
gene-SYNPCC7002_RS14130	NC_010475.1	2990999	2991241	+	243	291	279	283	825	1186	843	610	1029
gene-SYNPCC7002_RS14135	NC_010475.1	2991238	2991570	+	333	198	186	175	420	750	540	355	685
gene-SYNPCC7002_RS14140	NC_010475.1	2991804	2994215	+	2412	6665	5931	6557	13833	12791	8393	6019	9999
gene-SYNPCC7002_RS16245	NC_010475.1	2994366	2995787	+	1422	969	778	859	2027	2381	1797	1246	2095
gene-SYNPCC7002_RS14150	NC_010475.1	2995818	2997146	-	1329	62	48	84	137	165	101	81	144
gene-SYNPCC7002_RS14155	NC_010475.1	2997356	2998714	-	1359	5988	5266	5683	12561	12624	8759	6125	10923
gene-SYNPCC7002_RS14160	NC_010475.1	2999180	2999860	+	681	1425	1201	1540	2917	1248	803	618	1071
gene-SYNPCC7002_RS14165	NC_010475.1	2999951	3000487	+	537	793	639	870	1523	642	413	347	517
gene-SYNPCC7002_RS14170	NC_010475.1	3000549	3001397	+	849	198	212	231	347	294	179	146	219
gene-SYNPCC7002_RS14175	NC_010475.1	3001767	3003593	+	1827	6522	4859	5425	11848	25904	12066	8338	14820
gene-SYNPCC7002_RS14180	NC_010475.1	3003701	3004096	-	396	106	65	110	152	480	361	236	376
gene-SYNPCC7002_RS14185	NC_010475.1	3004227	3005864	-	1638	765	717	784	1392	4271	2986	2188	3371
gene-SYNPCC7002_RS14190	NC_010475.1	3006021	3007439	+	1419	3696	3134	3342	7162	7846	5662	3738	6163
gene-SYNPCC7002_RS14195	NC_010475.1	3007519	3007992	+	474	648	424	464	1142	1184	983	631	966
gene-SYNPCC7002_RS14205	NC_010476.1	13	3015	+	3003	832	736	781	1906	3094	2015	1347	2443
gene-SYNPCC7002_RS14210	NC_010476.1	3247	3468	-	222	396	315	348	661	638	460	317	552
gene-SYNPCC7002_RS16780	NC_010476.1	3759	4121	+	363	562	688	651	1745	2293	1535	1106	1520
gene-SYNPCC7002_RS17245	NC_010476.1	4564	4692	+	129	236	236	245	349	356	270	463	304
gene-SYNPCC7002_RS14225	NC_010477.1	1	705	+	705	817	696	686	1544	1428	1098	774	1305
gene-SYNPCC7002_RS16260	NC_010477.1	698	1030	+	333	277	209	271	563	677	443	320	509
gene-SYNPCC7002_RS14235	NC_010477.1	1154	2602	+	1449	1550	1449	1382	2703	2481	1971	1646	1855
gene-SYNPCC7002_RS14240	NC_010477.1	2599	3795	+	1197	702	625	748	1495	1166	1036	854	1214
gene-SYNPCC7002_RS14245	NC_010477.1	3806	5224	+	1419	1138	1011	1103	2128	1621	1694	1342	1791
gene-SYNPCC7002_RS14250	NC_010477.1	5332	7638	+	2307	2002	1671	1928	3942	3278	2978	2187	3198
gene-SYNPCC7002_RS14255	NC_010477.1	7718	8632	-	915	247	266	308	790	1005	673	505	785
gene-SYNPCC7002_RS14260	NC_010477.1	8908	9480	-	573	3113	3020	3345	6354	10697	8216	6037	9703
gene-SYNPCC7002_RS14265	NC_010477.1	9658	11073	-	1416	145	195	106	389	827	484	313	571
gene-SYNPCC7002_RS14270	NC_010477.1	11077	13002	-	1926	125	148	151	321	746	574	318	527
gene-SYNPCC7002_RS14275	NC_010477.1	13101	13253	-	153	221	259	302	627	619	433	404	417
gene-SYNPCC7002_RS14280	NC_010477.1	13660	14076	-	417	510	483	513	1204	1928	1435	1010	1809
gene-SYNPCC7002_RS14285	NC_010477.1	14073	14303	-	231	327	367	294	719	1041	794	760	1037
gene-SYNPCC7002_RS14290	NC_010477.1	14473	14724	-	252	541	512	576	1264	1793	1453	872	1461
gene-SYNPCC7002_RS14295	NC_010477.1	14721	14987	-	267	64	58	31	164	188	116	83	162
gene-SYNPCC7002_RS14300	NC_010477.1	15025	15267	-	243	17	18	18	30	39	34	30	30
gene-SYNPCC7002_RS14305	NC_010477.1	15264	15941	-	678	161	156	146	258	283	332	238	320
gene-SYNPCC7002_RS14310	NC_010478.1	1	597	+	597	109	140	124	333	565	359	250	445
gene-SYNPCC7002_RS14315	NC_010478.1	594	779	+	186	49	64	77	99	169	120	74	123
gene-SYNPCC7002_RS14320	NC_010478.1	1276	1503	+	228	199	214	225	461	761	575	345	500
gene-SYNPCC7002_RS14325	NC_010478.1	1500	1904	+	405	570	446	471	1170	1857	1440	886	1615
gene-SYNPCC7002_RS14330	NC_010478.1	2160	3260	-	1101	20	21	27	48	26	17	18	26
gene-SYNPCC7002_RS14335	NC_010478.1	3673	4287	-	615	627	647	936	1626	712	819	576	875
gene-SYNPCC7002_RS14340	NC_010478.1	4340	4696	-	357	540	531	668	987	421	401	386	550
gene-SYNPCC7002_RS14345	NC_010478.1	4773	5396	-	624	1208	1257	1495	2684	1025	1168	796	1203
gene-SYNPCC7002_RS14350	NC_010478.1	5409	6155	-	747	1225	1266	1739	3111	943	1218	839	1357
gene-SYNPCC7002_RS14355	NC_010478.1	6222	6731	-	510	679	739	1103	2201	505	740	537	798
gene-SYNPCC7002_RS14360	NC_010478.1	6761	7717	-	957	1131	1406	1960	4183	990	1463	980	1560
gene-SYNPCC7002_RS14365	NC_010478.1	8734	9234	-	501	36	25	34	108	95	96	54	90
gene-SYNPCC7002_RS14370	NC_010478.1	9246	9644	-	399	9	3	0	8	17	10	15	21
gene-SYNPCC7002_RS14375	NC_010478.1	9655	10641	-	987	11	19	16	31	42	43	29	46
gene-SYNPCC7002_RS14380	NC_010478.1	10936	11265	+	330	105	151	138	203	336	285	183	288
gene-SYNPCC7002_RS14385	NC_010478.1	11279	11677	-	399	484	419	477	1067	1515	1115	757	1415
gene-SYNPCC7002_RS14390	NC_010478.1	11658	11960	-	303	260	269	224	581	827	583	414	624
gene-SYNPCC7002_RS14395	NC_010478.1	15248	15541	-	294	88	109	94	263	380	270	177	313
gene-SYNPCC7002_RS14400	NC_010478.1	15538	16515	-	978	190	159	182	322	378	286	284	375
gene-SYNPCC7002_RS14405	NC_010478.1	16518	17096	-	579	63	46	47	104	100	102	115	97
gene-SYNPCC7002_RS14410	NC_010478.1	17101	17883	-	783	198	137	169	325	303	292	241	376
gene-SYNPCC7002_RS14415	NC_010478.1	17876	18631	-	756	271	242	258	556	551	471	292	528
gene-SYNPCC7002_RS14420	NC_010478.1	18701	19690	-	990	819	651	711	1594	1505	1165	990	1577
gene-SYNPCC7002_RS14425	NC_010478.1	19735	22656	-	2922	1239	1124	1332	2519	2620	1780	1373	2183
gene-SYNPCC7002_RS14430	NC_010478.1	22670	24814	-	2145	544	494	510	980	1052	754	538	1012
gene-SYNPCC7002_RS14435	NC_010478.1	24961	25227	-	267	6	16	6	20	39	22	18	16
gene-SYNPCC7002_RS14440	NC_010478.1	25579	26541	+	963	270	263	291	663	1611	891	600	1056
gene-SYNPCC7002_RS14445	NC_010478.1	26975	28945	+	1971	124	114	183	288	430	318	289	265
gene-SYNPCC7002_RS16505	NC_010478.1	29056	29286	-	231	93	87	112	204	388	291	185	265
gene-SYNPCC7002_RS14455	NC_010478.1	29300	29695	-	396	248	228	249	596	861	627	407	690
gene-SYNPCC7002_RS14460	NC_010478.1	29696	29914	-	219	22	10	23	29	54	38	34	77
gene-SYNPCC7002_RS14465	NC_010478.1	29931	30239	-	309	1	1	1	1	1	2	1	3
gene-SYNPCC7002_RS14470	NC_010478.1	30423	31307	-	885	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS16785	NC_010478.1	31377	31742	-	366	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS14480	NC_010479.1	1	639	+	639	1345	1001	1238	2590	2419	1668	1314	2114
gene-SYNPCC7002_RS14485	NC_010479.1	633	944	+	312	424	292	415	710	739	521	410	627
gene-SYNPCC7002_RS14490	NC_010479.1	1989	2357	-	369	1337	1188	1377	2943	1872	1379	1024	1524
gene-SYNPCC7002_RS14495	NC_010479.1	2617	2961	+	345	16	34	31	71	16	22	17	8
gene-SYNPCC7002_RS14500	NC_010479.1	2976	3173	+	198	8	3	5	27	5	5	5	5
gene-SYNPCC7002_RS14505	NC_010479.1	3239	3790	+	552	9	14	13	43	25	21	19	16
gene-SYNPCC7002_RS14510	NC_010479.1	3864	4205	+	342	31	14	19	58	52	26	15	35
gene-SYNPCC7002_RS16790	NC_010479.1	4280	4450	+	171	15	13	22	27	45	26	17	40
gene-SYNPCC7002_RS14515	NC_010479.1	4456	4884	+	429	70	54	75	121	115	82	61	83
gene-SYNPCC7002_RS14520	NC_010479.1	4946	5176	+	231	127	73	86	199	257	182	153	219
gene-SYNPCC7002_RS14525	NC_010479.1	5262	5519	+	258	565	499	555	1549	1391	882	700	1088
gene-SYNPCC7002_RS14530	NC_010479.1	5674	6717	+	1044	905	918	892	2161	1990	1549	1061	1541
gene-SYNPCC7002_RS16510	NC_010479.1	6822	7634	+	813	367	317	315	675	836	660	440	691
gene-SYNPCC7002_RS16795	NC_010479.1	7603	7932	+	330	47	61	52	157	180	112	64	142
gene-SYNPCC7002_RS14545	NC_010479.1	8023	8283	+	261	66	47	39	94	120	84	57	96
gene-SYNPCC7002_RS14550	NC_010479.1	8678	9439	+	762	711	599	683	1556	1781	1065	790	1465
gene-SYNPCC7002_RS14555	NC_010479.1	9535	10239	+	705	378	354	332	753	846	453	401	606
gene-SYNPCC7002_RS14560	NC_010479.1	10315	11349	+	1035	1904	1897	1885	4233	4902	3245	2092	3249
gene-SYNPCC7002_RS14570	NC_010479.1	12048	13064	-	1017	1841	1783	2136	4408	3733	3279	2667	4753
gene-SYNPCC7002_RS14575	NC_010479.1	13665	14384	-	720	2316	2130	2406	5500	4610	3077	2297	4276
gene-SYNPCC7002_RS14580	NC_010479.1	14467	14787	-	321	316	282	315	663	662	410	322	478
gene-SYNPCC7002_RS14585	NC_010479.1	14784	15134	-	351	724	810	678	1723	1425	973	673	1172
gene-SYNPCC7002_RS16900	NC_010479.1	15376	16317	+	942	813	721	839	1640	916	725	574	931
gene-SYNPCC7002_RS16905	NC_010479.1	16283	16798	+	516	136	128	152	339	156	135	91	140
gene-SYNPCC7002_RS16805	NC_010479.1	17276	17533	+	258	5	1	9	2	1	17	8	5
gene-SYNPCC7002_RS16810	NC_010479.1	17619	17906	+	288	3	4	4	9	12	7	8	1
gene-SYNPCC7002_RS14605	NC_010479.1	17984	18850	+	867	282	286	306	643	557	352	334	466
gene-SYNPCC7002_RS14610	NC_010479.1	19345	20457	+	1113	395	343	413	863	696	414	264	564
gene-SYNPCC7002_RS14615	NC_010479.1	20447	21352	+	906	157	194	169	479	380	243	219	331
gene-SYNPCC7002_RS14620	NC_010479.1	21353	23419	+	2067	843	766	712	1633	2192	1334	968	1673
gene-SYNPCC7002_RS14625	NC_010479.1	23503	24381	+	879	184	146	148	294	485	294	211	302
gene-SYNPCC7002_RS14630	NC_010479.1	24413	25027	+	615	101	68	75	182	221	120	83	226
gene-SYNPCC7002_RS14635	NC_010479.1	25065	25676	+	612	124	95	128	248	295	187	181	273
gene-SYNPCC7002_RS14640	NC_010479.1	25744	26187	+	444	122	120	147	330	274	216	184	304
gene-SYNPCC7002_RS14645	NC_010479.1	26337	27428	+	1092	259	233	274	618	565	427	328	592
gene-SYNPCC7002_RS14650	NC_010479.1	27703	28533	-	831	122	122	189	360	445	330	287	453
gene-SYNPCC7002_RS14655	NC_010479.1	29469	32588	+	3120	2133	2252	2324	4851	2911	3400	2498	4057
gene-SYNPCC7002_RS14660	NC_010479.1	32592	32846	+	255	173	215	214	360	334	284	212	235
gene-SYNPCC7002_RS14665	NC_010479.1	32839	33336	+	498	310	375	363	585	448	457	360	530
gene-SYNPCC7002_RS14670	NC_010479.1	33340	36153	+	2814	1665	1568	1684	3522	3686	2856	1992	3683
gene-SYNPCC7002_RS14675	NC_010479.1	36197	38071	+	1875	742	710	943	2214	3100	1991	1513	2912
gene-SYNPCC7002_RS14680	NC_010480.1	1	639	+	639	595	531	526	1199	1559	1195	799	1282
gene-SYNPCC7002_RS17250	NC_010480.1	692	1531	+	840	568	492	538	1109	1498	1106	739	1339
gene-SYNPCC7002_RS14690	NC_010480.1	1786	3441	-	1656	338	370	318	807	1145	823	506	939
gene-SYNPCC7002_RS17255	NC_010480.1	3492	3614	-	123	7	8	5	3	18	9	12	8
gene-SYNPCC7002_RS14695	NC_010480.1	4037	4468	+	432	526	446	541	1140	1306	800	528	857
gene-SYNPCC7002_RS14700	NC_010480.1	4471	4794	+	324	591	524	537	1080	1107	659	518	868
gene-SYNPCC7002_RS14705	NC_010480.1	4808	5257	+	450	235	222	251	577	622	319	222	456
gene-SYNPCC7002_RS14710	NC_010480.1	5559	8228	+	2670	339	350	366	801	662	560	363	710
gene-SYNPCC7002_RS14715	NC_010480.1	8228	11455	+	3228	530	442	447	1060	1234	985	735	1123
gene-SYNPCC7002_RS14720	NC_010480.1	11476	11820	-	345	243	245	260	464	815	675	379	693
gene-SYNPCC7002_RS14725	NC_010480.1	11824	12075	-	252	197	168	208	399	653	480	323	607
gene-SYNPCC7002_RS16815	NC_010480.1	12167	12313	-	147	147	134	106	281	703	505	403	502
gene-SYNPCC7002_RS14730	NC_010480.1	12480	12719	-	240	277	191	215	446	1043	813	518	758
gene-SYNPCC7002_RS14735	NC_010480.1	12716	12925	-	210	442	470	450	874	1945	1461	1026	1373
gene-SYNPCC7002_RS14740	NC_010480.1	13227	14627	-	1401	42	39	35	106	129	96	60	150
gene-SYNPCC7002_RS16265	NC_010480.1	14632	15276	-	645	0	0	0	0	0	0	0	0
gene-SYNPCC7002_RS14750	NC_010480.1	15415	15975	+	561	1	2	0	3	1	5	0	4
gene-SYNPCC7002_RS17020	NC_010480.1	16122	16295	+	174	3	2	6	13	12	9	6	3
gene-SYNPCC7002_RS14755	NC_010480.1	16276	19476	+	3201	1218	1152	1266	2710	4242	2668	1853	3089
gene-SYNPCC7002_RS14760	NC_010480.1	19638	20066	+	429	68	51	83	106	213	92	103	132
gene-SYNPCC7002_RS14765	NC_010480.1	20087	20434	+	348	174	217	217	478	670	438	324	497
gene-SYNPCC7002_RS14770	NC_010480.1	20500	20862	+	363	150	140	159	385	522	403	254	508
gene-SYNPCC7002_RS14775	NC_010480.1	21037	21402	+	366	44	64	73	149	185	114	72	138
gene-SYNPCC7002_RS14780	NC_010480.1	21685	24849	+	3165	1225	1187	1273	2373	5125	3550	2622	4135
gene-SYNPCC7002_RS14785	NC_010480.1	24955	25269	+	315	337	358	418	782	689	490	360	614
gene-SYNPCC7002_RS14790	NC_010480.1	25282	25668	+	387	918	824	866	1829	2131	1295	996	1693
gene-SYNPCC7002_RS14795	NC_010480.1	25703	26128	+	426	802	635	868	1697	2000	1166	898	1603
gene-SYNPCC7002_RS14800	NC_010480.1	26116	26451	+	336	428	352	441	724	817	548	464	844
gene-SYNPCC7002_RS14805	NC_010480.1	26519	26758	+	240	170	154	162	385	437	316	180	327
gene-SYNPCC7002_RS14810	NC_010480.1	26745	27167	+	423	109	83	139	277	350	210	141	211
gene-SYNPCC7002_RS14815	NC_010480.1	27168	27563	-	396	134	104	137	309	395	286	205	420
gene-SYNPCC7002_RS14820	NC_010480.1	27564	27803	-	240	45	44	58	133	186	171	102	134
gene-SYNPCC7002_RS14825	NC_010480.1	27841	31176	+	3336	821	713	822	1805	2959	2253	1559	2744
gene-SYNPCC7002_RS14830	NC_010480.1	31342	31797	+	456	220	211	225	441	597	351	283	378
gene-SYNPCC7002_RS14835	NC_010480.1	31909	32721	-	813	622	540	684	1358	1703	1288	906	1491
gene-SYNPCC7002_RS14840	NC_010480.1	32744	33412	-	669	441	385	405	779	1054	856	632	984
gene-SYNPCC7002_RS14845	NC_010480.1	33430	35127	-	1698	1277	1079	1234	2339	3403	2241	1807	2815
gene-SYNPCC7002_RS14850	NC_010480.1	35204	35611	-	408	278	236	235	516	662	486	425	561
gene-SYNPCC7002_RS14855	NC_010480.1	35841	37004	-	1164	450	353	444	822	1162	732	579	997
gene-SYNPCC7002_RS14860	NC_010480.1	36997	37896	-	900	194	216	228	323	540	424	261	416
gene-SYNPCC7002_RS14865	NC_010480.1	37886	39022	-	1137	315	266	285	536	680	511	349	491
gene-SYNPCC7002_RS14870	NC_010480.1	39162	39776	-	615	56	54	59	114	157	91	97	109
gene-SYNPCC7002_RS14875	NC_010480.1	39808	40686	-	879	151	132	147	315	479	326	268	312
gene-SYNPCC7002_RS14880	NC_010480.1	40769	42829	-	2061	718	717	702	1595	3010	3064	2074	3044
gene-SYNPCC7002_RS14885	NC_010480.1	42898	44364	-	1467	1650	1470	1592	3023	8671	4594	3088	6137
gene-SYNPCC7002_RS14890	NC_010480.1	44557	46503	-	1947	6556	6004	7332	13724	23338	13204	8423	18152
gene-SYNPCC7002_RS14895	NC_010480.1	46523	46918	-	396	1230	1020	1456	2575	4247	2761	1822	3766
gene-SYNPCC7002_RS14900	NC_010480.1	46968	47765	-	798	3867	3084	3974	6785	10666	6822	4734	9902
gene-SYNPCC7002_RS14905	NC_010480.1	47828	48934	-	1107	2083	2164	2412	4235	3790	3043	2177	4476
gene-SYNPCC7002_RS14910	NC_010480.1	48947	51898	-	2952	4178	4473	5274	10957	5208	5954	4139	8188
gene-SYNPCC7002_RS14915	NC_010480.1	52195	52533	-	339	70	96	102	140	347	201	134	245
gene-SYNPCC7002_RS14920	NC_010480.1	52530	52754	-	225	20	24	25	57	76	45	29	58
gene-SYNPCC7002_RS14925	NC_010480.1	52757	53458	-	702	57	55	73	183	165	131	116	121
gene-SYNPCC7002_RS16570	NC_010480.1	53531	53866	-	336	97	107	111	273	287	165	119	205
gene-SYNPCC7002_RS14940	NC_010480.1	54224	54454	-	231	8	10	18	49	62	45	39	58
gene-SYNPCC7002_RS14945	NC_010480.1	61478	61759	-	282	26	2	10	20	48	25	19	33
gene-SYNPCC7002_RS14950	NC_010480.1	61756	62742	-	987	65	69	45	129	168	98	75	151
gene-SYNPCC7002_RS14955	NC_010480.1	62739	63035	-	297	45	40	30	92	138	64	44	124
gene-SYNPCC7002_RS14960	NC_010480.1	63266	63463	-	198	38	24	54	110	169	105	73	96
gene-SYNPCC7002_RS14965	NC_010480.1	63783	65009	+	1227	177	205	221	589	232	243	220	350
gene-SYNPCC7002_RS14970	NC_010480.1	65265	66446	-	1182	247	214	276	515	2059	851	596	1283
gene-SYNPCC7002_RS14975	NC_010480.1	66451	67140	-	690	132	136	141	239	907	378	288	657
gene-SYNPCC7002_RS14980	NC_010480.1	67166	68317	-	1152	236	233	214	477	1607	690	480	995
gene-SYNPCC7002_RS16825	NC_010480.1	68501	68674	-	174	322	293	345	624	2070	883	611	1249
gene-SYNPCC7002_RS14985	NC_010480.1	68740	69135	-	396	700	563	635	1199	3620	1733	1138	2454
gene-SYNPCC7002_RS14990	NC_010480.1	69171	69761	-	591	663	618	667	1249	3493	1573	1225	2445
gene-SYNPCC7002_RS14995	NC_010480.1	69872	70324	-	453	279	269	318	583	1332	654	648	857
gene-SYNPCC7002_RS15000	NC_010480.1	70492	70995	-	504	584	545	552	1274	1284	906	707	1159
gene-SYNPCC7002_RS15005	NC_010480.1	70985	71281	-	297	446	455	491	1053	1012	750	439	784
gene-SYNPCC7002_RS15010	NC_010480.1	71371	75507	-	4137	1879	1909	1991	4409	4080	3782	3155	5522
gene-SYNPCC7002_RS15015	NC_010480.1	75691	77250	-	1560	346	314	348	715	1296	705	587	1050
gene-SYNPCC7002_RS15020	NC_010480.1	77333	77842	-	510	35	48	43	80	297	116	112	193
gene-SYNPCC7002_RS15025	NC_010480.1	78085	78900	+	816	147	91	105	228	700	350	274	485
gene-SYNPCC7002_RS15030	NC_010480.1	79106	79834	+	729	840	864	940	1749	6869	3318	2403	4898
gene-SYNPCC7002_RS15035	NC_010480.1	79848	80993	+	1146	1372	1230	1266	2753	10549	4924	3363	7414
gene-SYNPCC7002_RS15040	NC_010480.1	81051	81392	+	342	149	121	131	230	830	356	290	600
gene-SYNPCC7002_RS17140	NC_010480.1	83088	84779	+	1692	253	161	229	454	2275	878	569	1385
gene-SYNPCC7002_RS15050	NC_010480.1	85109	86329	+	1221	410	403	396	802	815	571	517	575
gene-SYNPCC7002_RS15055	NC_010480.1	86420	86644	+	225	66	63	75	153	185	165	86	151
gene-SYNPCC7002_RS15060	NC_010480.1	86641	87033	+	393	78	51	78	138	261	187	131	218
gene-SYNPCC7002_RS15065	NC_010480.1	87233	87754	+	522	10	15	15	31	49	42	30	42
gene-SYNPCC7002_RS15070	NC_010480.1	87760	88101	+	342	8	1	5	18	20	13	12	12
gene-SYNPCC7002_RS15075	NC_010480.1	88101	90866	+	2766	251	251	307	549	780	545	528	688
gene-SYNPCC7002_RS15080	NC_010480.1	90869	91585	+	717	99	80	108	198	285	210	171	223
gene-SYNPCC7002_RS15085	NC_010480.1	91787	92179	-	393	173	151	209	333	486	325	190	361
gene-SYNPCC7002_RS15090	NC_010480.1	92176	92403	-	228	226	167	194	445	611	393	226	359
gene-SYNPCC7002_RS16830	NC_010480.1	92496	92654	-	159	35	42	39	118	133	110	101	169
gene-SYNPCC7002_RS15100	NC_010480.1	92745	93254	-	510	539	515	538	1152	1276	960	748	1079
gene-SYNPCC7002_RS16575	NC_010480.1	93312	93647	-	336	0	1	0	2	2	0	0	2
gene-SYNPCC7002_RS15110	NC_010480.1	94395	94775	-	381	100	104	111	258	402	241	178	357
gene-SYNPCC7002_RS15115	NC_010480.1	94772	95095	-	324	212	263	177	503	576	422	325	503
gene-SYNPCC7002_RS15120	NC_010480.1	95397	95711	-	315	65	51	74	110	269	173	142	187
gene-SYNPCC7002_RS15125	NC_010480.1	95717	101701	-	5985	726	619	706	1386	2065	1549	1143	1791
gene-SYNPCC7002_RS15130	NC_010480.1	101758	102105	-	348	104	127	124	297	224	229	169	268
gene-SYNPCC7002_RS15135	NC_010480.1	102095	102340	-	246	76	89	106	165	141	173	132	208
gene-SYNPCC7002_RS15140	NC_010480.1	102358	105897	-	3540	1238	1204	1198	2747	2134	2422	1543	2405
gene-SYNPCC7002_RS15145	NC_010480.1	106015	106800	+	786	35	34	16	46	62	45	34	67
gene-SYNPCC7002_RS15150	NC_010480.1	106812	107984	+	1173	69	47	38	101	144	89	97	109
gene-SYNPCC7002_RS15155	NC_010480.1	107981	108895	+	915	19	27	29	59	82	43	43	45
gene-SYNPCC7002_RS15160	NC_010480.1	108870	111749	-	2880	1694	1635	1800	4258	6225	4305	2922	5167
gene-SYNPCC7002_RS15165	NC_010480.1	111777	112040	-	264	6	2	4	8	24	9	4	8
gene-SYNPCC7002_RS15170	NC_010480.1	112110	112310	+	201	31	21	24	60	119	60	49	96
gene-SYNPCC7002_RS15175	NC_010480.1	112427	112822	+	396	33	50	34	91	150	130	74	107
gene-SYNPCC7002_RS15180	NC_010480.1	112859	113959	+	1101	165	153	158	315	531	389	277	467
gene-SYNPCC7002_RS16835	NC_010480.1	114010	114153	+	144	43	48	39	78	142	114	54	157
gene-SYNPCC7002_RS15185	NC_010480.1	114228	114683	+	456	5140	5596	4717	12981	7395	5198	3711	6198
gene-SYNPCC7002_RS15190	NC_010480.1	114655	114879	+	225	477	541	576	1455	1259	830	563	1124
gene-SYNPCC7002_RS15195	NC_010480.1	115076	116224	-	1149	302	290	317	655	844	545	449	669
gene-SYNPCC7002_RS15200	NC_010480.1	116771	117025	+	255	276	271	324	658	1047	815	524	911
gene-SYNPCC7002_RS15205	NC_010480.1	117022	117444	+	423	346	349	364	975	1604	1144	794	1363
gene-SYNPCC7002_RS15210	NC_010480.1	117546	121295	-	3750	149	124	136	327	755	389	302	464
gene-SYNPCC7002_RS15215	NC_010480.1	121767	122753	+	987	6	4	26	21	47	47	24	29
gene-SYNPCC7002_RS16580	NC_010480.1	122765	123112	+	348	10	7	4	24	22	13	6	23
gene-SYNPCC7002_RS15220	NC_010480.1	123124	123630	+	507	22	20	15	24	76	44	28	47
gene-SYNPCC7002_RS16585	NC_010480.1	123630	123839	+	210	14	11	10	42	104	53	29	43
gene-SYNPCC7002_RS15225	NC_010474.1	1	588	+	588	1624	1408	1471	3359	4278	2926	2076	3331
gene-SYNPCC7002_RS15230	NC_010474.1	588	1343	+	756	993	961	1111	2316	3106	2326	1518	2500
gene-SYNPCC7002_RS15235	NC_010474.1	1441	2016	+	576	1182	1160	1325	2595	2645	1907	1457	2943
gene-SYNPCC7002_RS15240	NC_010474.1	2013	2540	-	528	74	58	76	174	227	116	94	129
gene-SYNPCC7002_RS15245	NC_010474.1	2711	3457	-	747	89	84	120	183	215	132	119	169
gene-SYNPCC7002_RS15250	NC_010474.1	3706	6204	-	2499	174	194	193	360	451	326	267	375
gene-SYNPCC7002_RS15255	NC_010474.1	6306	7334	-	1029	489	430	485	1112	1369	877	762	1208
gene-SYNPCC7002_RS15260	NC_010474.1	7700	10483	-	2784	453	364	404	827	1299	800	575	925
