Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product
gene-SYNPCC7002_RS12675	NC_010475.1	2664955	2665614	-	protein-coding	SYNPCC7002_RS12675	SYNPCC7002_RS12675	SYNPCC7002_A2556	M23 family metallopeptidase
gene-SYNPCC7002_RS12680	NC_010475.1	2665756	2667180	-	protein-coding	SYNPCC7002_RS12680	SYNPCC7002_RS12680	SYNPCC7002_A2557	folate/biopterin family MFS transporter
gene-SYNPCC7002_RS12685	NC_010475.1	2667250	2667882	-	protein-coding	SYNPCC7002_RS12685	SYNPCC7002_RS12685	SYNPCC7002_A2558	transaldolase
gene-SYNPCC7002_RS12690	NC_010475.1	2667921	2668799	-	protein-coding	fabD	SYNPCC7002_RS12690	SYNPCC7002_A2559	ACP S-malonyltransferase
gene-SYNPCC7002_RS12695	NC_010475.1	2668883	2670217	-	protein-coding	SYNPCC7002_RS12695	SYNPCC7002_RS12695	SYNPCC7002_A2560	histidine phosphatase family protein
gene-SYNPCC7002_RS12700	NC_010475.1	2670356	2670859	+	protein-coding	folK	SYNPCC7002_RS12700	SYNPCC7002_A2561	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
gene-SYNPCC7002_RS12705	NC_010475.1	2670968	2671780	+	protein-coding	SYNPCC7002_RS12705	SYNPCC7002_RS12705	SYNPCC7002_A2562	tetratricopeptide repeat protein
gene-SYNPCC7002_RS16490	NC_010475.1	2671881	2672051	-	protein-coding	SYNPCC7002_RS16490	SYNPCC7002_RS16490	SYNPCC7002_A2563	metallothionein
gene-SYNPCC7002_RS12720	NC_010475.1	2672477	2673556	-	protein-coding	gmd	SYNPCC7002_RS12720	SYNPCC7002_A2565	GDP-mannose 4,6-dehydratase
gene-SYNPCC7002_RS12725	NC_010475.1	2673633	2674523	-	protein-coding	SYNPCC7002_RS12725	SYNPCC7002_RS12725	SYNPCC7002_A2566	branched-chain amino acid ABC transporter permease
gene-SYNPCC7002_RS12730	NC_010475.1	2674680	2674886	+	protein-coding	SYNPCC7002_RS12730	SYNPCC7002_RS12730	SYNPCC7002_A2567	DUF751 family protein
gene-SYNPCC7002_RS12735	NC_010475.1	2675018	2676517	+	protein-coding	SYNPCC7002_RS12735	SYNPCC7002_RS12735	SYNPCC7002_A2568	peptide ligase PGM1-related protein
gene-SYNPCC7002_RS12740	NC_010475.1	2676593	2678320	-	protein-coding	SYNPCC7002_RS12740	SYNPCC7002_RS12740	SYNPCC7002_A2569	succinate dehydrogenase/fumarate reductase flavoprotein subunit
gene-SYNPCC7002_RS12745	NC_010475.1	2678459	2679523	+	protein-coding	SYNPCC7002_RS12745	SYNPCC7002_RS12745	SYNPCC7002_A2570	4Fe-4S ferredoxin
gene-SYNPCC7002_RS12750	NC_010475.1	2679520	2681295	+	protein-coding	SYNPCC7002_RS12750	SYNPCC7002_RS12750	SYNPCC7002_A2571	AAA family ATPase
gene-SYNPCC7002_RS12755	NC_010475.1	2681292	2687024	-	protein-coding	SYNPCC7002_RS12755	SYNPCC7002_RS12755	SYNPCC7002_A2573	MG2 domain-containing protein
gene-SYNPCC7002_RS12760	NC_010475.1	2687305	2688540	+	protein-coding	SYNPCC7002_RS12760	SYNPCC7002_RS12760	SYNPCC7002_A2572	hypothetical protein
gene-SYNPCC7002_RS12765	NC_010475.1	2688565	2689413	+	protein-coding	SYNPCC7002_RS12765	SYNPCC7002_RS12765	SYNPCC7002_A2574	mechanosensitive ion channel
gene-SYNPCC7002_RS12770	NC_010475.1	2689447	2691249	-	protein-coding	SYNPCC7002_RS12770	SYNPCC7002_RS12770	SYNPCC7002_A2575	GAF domain-containing sensor histidine kinase
gene-SYNPCC7002_RS12775	NC_010475.1	2691279	2691620	-	protein-coding	SYNPCC7002_RS12775	SYNPCC7002_RS12775	SYNPCC7002_A2576	hypothetical protein
gene-SYNPCC7002_RS12780	NC_010475.1	2691820	2693367	+	protein-coding	SYNPCC7002_RS12780	SYNPCC7002_RS12780	SYNPCC7002_A2577	insulinase family protein
gene-SYNPCC7002_RS12785	NC_010475.1	2693983	2696586	+	protein-coding	SYNPCC7002_RS12785	SYNPCC7002_RS12785	SYNPCC7002_A2578	hypothetical protein
gene-SYNPCC7002_RS12790	NC_010475.1	2697075	2697434	-	protein-coding	SYNPCC7002_RS12790	SYNPCC7002_RS12790	SYNPCC7002_A2579	hypothetical protein
gene-SYNPCC7002_RS12795	NC_010475.1	2697794	2699500	+	protein-coding	SYNPCC7002_RS12795	SYNPCC7002_RS12795	SYNPCC7002_A2580	mechanosensitive ion channel family protein
gene-SYNPCC7002_RS12800	NC_010475.1	2699562	2701967	+	protein-coding	SYNPCC7002_RS12800	SYNPCC7002_RS12800	SYNPCC7002_A2581	endonuclease MutS2
gene-SYNPCC7002_RS12805	NC_010475.1	2702040	2702498	+	protein-coding	SYNPCC7002_RS12805	SYNPCC7002_RS12805	SYNPCC7002_A2582	phosphate-starvation-inducible PsiE family protein
gene-SYNPCC7002_RS12810	NC_010475.1	2702576	2703382	-	protein-coding	SYNPCC7002_RS12810	SYNPCC7002_RS12810	SYNPCC7002_A2583	hypothetical protein
gene-SYNPCC7002_RS12815	NC_010475.1	2703478	2704539	+	protein-coding	murG	SYNPCC7002_RS12815	SYNPCC7002_A2584	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
gene-SYNPCC7002_RS12820	NC_010475.1	2704523	2706328	-	protein-coding	SYNPCC7002_RS12820	SYNPCC7002_RS12820	SYNPCC7002_A2585	protein phosphatase 2C domain-containing protein
gene-SYNPCC7002_RS12825	NC_010475.1	2706475	2706912	+	protein-coding	SYNPCC7002_RS12825	SYNPCC7002_RS12825	SYNPCC7002_A2586	NfeD family protein
gene-SYNPCC7002_RS16210	NC_010475.1	2707057	2709639	+	protein-coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	SYNPCC7002_A2587	EAL domain-containing protein
gene-SYNPCC7002_RS12835	NC_010475.1	2709800	2710960	+	protein-coding	hemH	SYNPCC7002_RS12835	SYNPCC7002_A2589	ferrochelatase
gene-SYNPCC7002_RS12840	NC_010475.1	2711031	2713004	-	protein-coding	SYNPCC7002_RS12840	SYNPCC7002_RS12840	SYNPCC7002_A2590	bifunctional aldolase/short-chain dehydrogenase
gene-SYNPCC7002_RS12845	NC_010475.1	2713069	2713716	-	protein-coding	pdxH	SYNPCC7002_RS12845	SYNPCC7002_A2591	pyridoxamine 5'-phosphate oxidase
gene-SYNPCC7002_RS12850	NC_010475.1	2713818	2714075	-	protein-coding	SYNPCC7002_RS12850	SYNPCC7002_RS12850	SYNPCC7002_A2592	MoaD/ThiS family protein
gene-SYNPCC7002_RS12855	NC_010475.1	2714225	2714782	+	protein-coding	SYNPCC7002_RS12855	SYNPCC7002_RS12855	SYNPCC7002_A2593	DnaJ domain-containing protein
gene-SYNPCC7002_RS12865	NC_010475.1	2715760	2716344	+	protein-coding	SYNPCC7002_RS12865	SYNPCC7002_RS12865	SYNPCC7002_A2594	hypothetical protein
gene-SYNPCC7002_RS12870	NC_010475.1	2716489	2717508	+	protein-coding	SYNPCC7002_RS12870	SYNPCC7002_RS12870	SYNPCC7002_A2595	hypothetical protein
gene-SYNPCC7002_RS12875	NC_010475.1	2717605	2718408	+	protein-coding	SYNPCC7002_RS12875	SYNPCC7002_RS12875	SYNPCC7002_A2596	hypothetical protein
gene-SYNPCC7002_RS12880	NC_010475.1	2718481	2721333	+	protein-coding	SYNPCC7002_RS12880	SYNPCC7002_RS12880	SYNPCC7002_A2597	carboxypeptidase-like regulatory domain-containing protein
gene-SYNPCC7002_RS12885	NC_010475.1	2721347	2724112	-	protein-coding	SYNPCC7002_RS12885	SYNPCC7002_RS12885	SYNPCC7002_A2598	response regulator
gene-SYNPCC7002_RS12890	NC_010475.1	2724159	2727164	-	protein-coding	SYNPCC7002_RS12890	SYNPCC7002_RS12890	SYNPCC7002_A2599	methyl-accepting chemotaxis protein
gene-SYNPCC7002_RS12895	NC_010475.1	2727207	2727707	-	protein-coding	SYNPCC7002_RS12895	SYNPCC7002_RS12895	SYNPCC7002_A2600	CheW domain-containing protein
gene-SYNPCC7002_RS12900	NC_010475.1	2727747	2728112	-	protein-coding	SYNPCC7002_RS12900	SYNPCC7002_RS12900	SYNPCC7002_A2601	response regulator
gene-SYNPCC7002_RS12905	NC_010475.1	2728190	2729314	-	protein-coding	SYNPCC7002_RS12905	SYNPCC7002_RS12905	SYNPCC7002_A2602	response regulator
gene-SYNPCC7002_RS12910	NC_010475.1	2729804	2731471	-	protein-coding	SYNPCC7002_RS12910	SYNPCC7002_RS12910	SYNPCC7002_A2603	AarF/ABC1/UbiB kinase family protein
gene-SYNPCC7002_RS12915	NC_010475.1	2731521	2732348	-	protein-coding	SYNPCC7002_RS12915	SYNPCC7002_RS12915	SYNPCC7002_A2604	A24 family peptidase
gene-SYNPCC7002_RS12920	NC_010475.1	2732437	2733684	-	protein-coding	SYNPCC7002_RS12920	SYNPCC7002_RS12920	SYNPCC7002_A2605	S-layer homology domain-containing protein
gene-SYNPCC7002_RS12925	NC_010475.1	2734031	2734834	-	protein-coding	SYNPCC7002_RS12925	SYNPCC7002_RS12925	SYNPCC7002_A2606	prohibitin family protein
gene-SYNPCC7002_RS12930	NC_010475.1	2735049	2736407	+	protein-coding	SYNPCC7002_RS12930	SYNPCC7002_RS12930	SYNPCC7002_A2607	Rieske 2Fe-2S domain-containing protein
gene-SYNPCC7002_RS12935	NC_010475.1	2736631	2737353	+	protein-coding	SYNPCC7002_RS12935	SYNPCC7002_RS12935	SYNPCC7002_A2608	hypothetical protein
gene-SYNPCC7002_RS12940	NC_010475.1	2737557	2738708	-	protein-coding	SYNPCC7002_RS12940	SYNPCC7002_RS12940	SYNPCC7002_A2609	serine hydrolase
gene-SYNPCC7002_RS12945	NC_010475.1	2738845	2741157	-	protein-coding	SYNPCC7002_RS12945	SYNPCC7002_RS12945	SYNPCC7002_A2610	cation-translocating P-type ATPase
gene-SYNPCC7002_RS12950	NC_010475.1	2741227	2741985	-	protein-coding	SYNPCC7002_RS12950	SYNPCC7002_RS12950	SYNPCC7002_A2611	serine/threonine protein kinase
gene-SYNPCC7002_RS12955	NC_010475.1	2742064	2742372	+	protein-coding	SYNPCC7002_RS12955	SYNPCC7002_RS12955	SYNPCC7002_A2612	carbon dioxide-concentrating mechanism protein CcmK
gene-SYNPCC7002_RS12960	NC_010475.1	2742481	2742816	+	protein-coding	SYNPCC7002_RS12960	SYNPCC7002_RS12960	SYNPCC7002_A2613	carbon dioxide-concentrating mechanism protein CcmK
gene-SYNPCC7002_RS12965	NC_010475.1	2742943	2744229	+	protein-coding	proA	SYNPCC7002_RS12965	SYNPCC7002_A2614	glutamate-5-semialdehyde dehydrogenase
gene-SYNPCC7002_RS12970	NC_010475.1	2744902	2745918	+	protein-coding	SYNPCC7002_RS12970	SYNPCC7002_RS12970	SYNPCC7002_A2615	hypothetical protein
gene-SYNPCC7002_RS12975	NC_010475.1	2745960	2747081	+	protein-coding	SYNPCC7002_RS12975	SYNPCC7002_RS12975	SYNPCC7002_A2616	hypothetical protein
gene-SYNPCC7002_RS12980	NC_010475.1	2747089	2748411	-	protein-coding	SYNPCC7002_RS12980	SYNPCC7002_RS12980	SYNPCC7002_A2617	hypothetical protein
gene-SYNPCC7002_RS12985	NC_010475.1	2748493	2748966	+	protein-coding	SYNPCC7002_RS12985	SYNPCC7002_RS12985	SYNPCC7002_A2618	tryptophan-rich sensory protein
gene-SYNPCC7002_RS12990	NC_010475.1	2748970	2749668	-	protein-coding	SYNPCC7002_RS12990	SYNPCC7002_RS12990	SYNPCC7002_A2619	TPM domain-containing protein
gene-SYNPCC7002_RS12995	NC_010475.1	2749996	2750454	-	protein-coding	SYNPCC7002_RS12995	SYNPCC7002_RS12995	SYNPCC7002_A2620	photosystem I reaction center subunit XI
gene-SYNPCC7002_RS13000	NC_010475.1	2750702	2750818	+	protein-coding	SYNPCC7002_RS13000	SYNPCC7002_RS13000	SYNPCC7002_A2621	photosystem I reaction center subunit VIII
gene-SYNPCC7002_RS13005	NC_010475.1	2751035	2751532	+	protein-coding	sixA	SYNPCC7002_RS13005	SYNPCC7002_A2622	phosphohistidine phosphatase SixA
gene-SYNPCC7002_RS13010	NC_010475.1	2751615	2752757	+	protein-coding	SYNPCC7002_RS13010	SYNPCC7002_RS13010	SYNPCC7002_A2623	citrate synthase
gene-SYNPCC7002_RS13015	NC_010475.1	2752774	2753373	+	protein-coding	SYNPCC7002_RS13015	SYNPCC7002_RS13015	SYNPCC7002_A2624	hypothetical protein
gene-SYNPCC7002_RS13020	NC_010475.1	2753381	2754301	+	protein-coding	SYNPCC7002_RS13020	SYNPCC7002_RS13020	SYNPCC7002_A2625	NAD(+) kinase
gene-SYNPCC7002_RS13025	NC_010475.1	2754441	2755202	-	protein-coding	SYNPCC7002_RS13025	SYNPCC7002_RS13025	SYNPCC7002_A2626	pentapeptide repeat-containing protein
gene-SYNPCC7002_RS13030	NC_010475.1	2755374	2758421	+	protein-coding	sbcC	SYNPCC7002_RS13030	SYNPCC7002_A2627	exonuclease subunit SbcC
gene-SYNPCC7002_RS13035	NC_010475.1	2758488	2761526	+	protein-coding	SYNPCC7002_RS13035	SYNPCC7002_RS13035	SYNPCC7002_A2628	efflux RND transporter permease subunit
gene-SYNPCC7002_RS13040	NC_010475.1	2761686	2764013	+	protein-coding	SYNPCC7002_RS13040	SYNPCC7002_RS13040	SYNPCC7002_A2629	nitrite/sulfite reductase
gene-SYNPCC7002_RS13045	NC_010475.1	2764152	2764718	+	protein-coding	SYNPCC7002_RS13045	SYNPCC7002_RS13045	SYNPCC7002_A2630	hypothetical protein
gene-SYNPCC7002_RS16495	NC_010475.1	2764755	2764937	+	6S RNA	ssrS	SYNPCC7002_RS16495	NA	6S RNA
gene-SYNPCC7002_RS13050	NC_010475.1	2764977	2765558	-	protein-coding	SYNPCC7002_RS13050	SYNPCC7002_RS13050	SYNPCC7002_A2631	CPBP family intramembrane metalloprotease
gene-SYNPCC7002_RS13055	NC_010475.1	2765572	2766645	-	protein-coding	SYNPCC7002_RS13055	SYNPCC7002_RS13055	SYNPCC7002_A2632	DUF3326 domain-containing protein
gene-SYNPCC7002_RS13060	NC_010475.1	2766821	2768170	+	protein-coding	glmU	SYNPCC7002_RS13060	SYNPCC7002_A2633	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
gene-SYNPCC7002_RS13065	NC_010475.1	2768206	2769006	-	protein-coding	SYNPCC7002_RS13065	SYNPCC7002_RS13065	SYNPCC7002_A2634	ABC transporter permease
gene-SYNPCC7002_RS13070	NC_010475.1	2769145	2770068	+	protein-coding	SYNPCC7002_RS13070	SYNPCC7002_RS13070	SYNPCC7002_A2635	co-chaperone GrpE
gene-SYNPCC7002_RS16750	NC_010475.1	2770440	2770733	+	protein-coding	SYNPCC7002_RS16750	SYNPCC7002_RS16750	SYNPCC7002_A2636	hypothetical protein
gene-SYNPCC7002_RS13075	NC_010475.1	2770770	2771228	-	protein-coding	SYNPCC7002_RS13075	SYNPCC7002_RS13075	SYNPCC7002_A2637	SRPBCC family protein
gene-SYNPCC7002_RS13080	NC_010475.1	2771313	2772512	-	protein-coding	SYNPCC7002_RS13080	SYNPCC7002_RS13080	SYNPCC7002_A2638	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain
gene-SYNPCC7002_RS16215	NC_010475.1	2772639	2773292	+	protein-coding	SYNPCC7002_RS16215	SYNPCC7002_RS16215	SYNPCC7002_A2639	hypothetical protein
gene-SYNPCC7002_RS13090	NC_010475.1	2773321	2773581	-	protein-coding	SYNPCC7002_RS13090	SYNPCC7002_RS13090	SYNPCC7002_A2640	type II toxin-antitoxin system RelE/ParE family toxin
gene-SYNPCC7002_RS13095	NC_010475.1	2773562	2773765	-	protein-coding	SYNPCC7002_RS13095	SYNPCC7002_RS13095	SYNPCC7002_A2641	hypothetical protein
gene-SYNPCC7002_RS13100	NC_010475.1	2773808	2774719	-	protein-coding	SYNPCC7002_RS13100	SYNPCC7002_RS13100	SYNPCC7002_A2642	o-succinylbenzoate synthase
gene-SYNPCC7002_RS13105	NC_010475.1	2774720	2775502	-	protein-coding	SYNPCC7002_RS13105	SYNPCC7002_RS13105	SYNPCC7002_A2643	AhpC/TSA family protein
gene-SYNPCC7002_RS16220	NC_010475.1	2775614	2779906	+	protein-coding	SYNPCC7002_RS16220	SYNPCC7002_RS16220	SYNPCC7002_A2644	PAS domain-containing protein
gene-SYNPCC7002_RS13115	NC_010475.1	2779925	2780725	-	protein-coding	SYNPCC7002_RS13115	SYNPCC7002_RS13115	SYNPCC7002_A2645	hypothetical protein
gene-SYNPCC7002_RS13120	NC_010475.1	2781024	2781920	+	protein-coding	SYNPCC7002_RS13120	SYNPCC7002_RS13120	SYNPCC7002_A2646	tetratricopeptide repeat protein
gene-SYNPCC7002_RS13125	NC_010475.1	2781975	2784011	+	protein-coding	ligA	SYNPCC7002_RS13125	SYNPCC7002_A2647	NAD-dependent DNA ligase LigA
gene-SYNPCC7002_RS13130	NC_010475.1	2784219	2784404	+	protein-coding	SYNPCC7002_RS13130	SYNPCC7002_RS13130	SYNPCC7002_A2648	PCP reductase family protein
gene-SYNPCC7002_RS13135	NC_010475.1	2784506	2785222	+	protein-coding	SYNPCC7002_RS13135	SYNPCC7002_RS13135	SYNPCC7002_A2649	DUF1449 family protein
gene-SYNPCC7002_RS13140	NC_010475.1	2785287	2785466	+	protein-coding	SYNPCC7002_RS13140	SYNPCC7002_RS13140	SYNPCC7002_A2650	hypothetical protein
gene-SYNPCC7002_RS13145	NC_010475.1	2785548	2785874	-	protein-coding	SYNPCC7002_RS13145	SYNPCC7002_RS13145	SYNPCC7002_A2651	hypothetical protein
gene-SYNPCC7002_RS13150	NC_010475.1	2786141	2787436	+	protein-coding	purB	SYNPCC7002_RS13150	SYNPCC7002_A2653	adenylosuccinate lyase
gene-SYNPCC7002_RS13155	NC_010475.1	2787668	2788366	+	protein-coding	SYNPCC7002_RS13155	SYNPCC7002_RS13155	SYNPCC7002_A2654	EAL domain-containing protein
gene-SYNPCC7002_RS13160	NC_010475.1	2788546	2789691	+	protein-coding	SYNPCC7002_RS13160	SYNPCC7002_RS13160	SYNPCC7002_A2655	GTP-binding protein
gene-SYNPCC7002_RS13165	NC_010475.1	2789866	2790381	+	protein-coding	SYNPCC7002_RS13165	SYNPCC7002_RS13165	SYNPCC7002_A2656	tetratricopeptide repeat protein
gene-SYNPCC7002_RS16755	NC_010475.1	2790586	2790750	-	protein-coding	SYNPCC7002_RS16755	SYNPCC7002_RS16755	SYNPCC7002_A2657	hypothetical protein
gene-SYNPCC7002_RS13170	NC_010475.1	2790864	2791523	-	protein-coding	SYNPCC7002_RS13170	SYNPCC7002_RS13170	SYNPCC7002_A2658	Fe2+-dependent dioxygenase
gene-SYNPCC7002_RS13175	NC_010475.1	2791599	2792423	-	protein-coding	SYNPCC7002_RS13175	SYNPCC7002_RS13175	SYNPCC7002_A2659	hypothetical protein
gene-SYNPCC7002_RS13180	NC_010475.1	2792496	2793509	-	protein-coding	SYNPCC7002_RS13180	SYNPCC7002_RS13180	SYNPCC7002_A2660	multicopper oxidase domain-containing protein
gene-SYNPCC7002_RS13185	NC_010475.1	2793687	2793890	-	protein-coding	SYNPCC7002_RS13185	SYNPCC7002_RS13185	SYNPCC7002_A2662	(2Fe-2S)-binding protein
gene-SYNPCC7002_RS13190	NC_010475.1	2794116	2794580	+	protein-coding	bfr	SYNPCC7002_RS13190	SYNPCC7002_A2663	bacterioferritin
gene-SYNPCC7002_RS13195	NC_010475.1	2794648	2795115	+	protein-coding	bfr	SYNPCC7002_RS13195	SYNPCC7002_A2664	bacterioferritin
gene-SYNPCC7002_RS13200	NC_010475.1	2795202	2796203	-	protein-coding	SYNPCC7002_RS13200	SYNPCC7002_RS13200	SYNPCC7002_A2665	phosphoribulokinase
gene-SYNPCC7002_RS13205	NC_010475.1	2796584	2796655	-	tRNA	SYNPCC7002_RS13205	SYNPCC7002_RS13205	SYNPCC7002_A2667	tRNA-Val
gene-SYNPCC7002_RS13210	NC_010475.1	2796741	2798285	-	protein-coding	SYNPCC7002_RS13210	SYNPCC7002_RS13210	SYNPCC7002_A2668	DASH family cryptochrome
gene-SYNPCC7002_RS13215	NC_010475.1	2798782	2799360	+	protein-coding	SYNPCC7002_RS13215	SYNPCC7002_RS13215	SYNPCC7002_A2669	GAF domain-containing protein
gene-SYNPCC7002_RS13220	NC_010475.1	2799409	2800212	-	protein-coding	SYNPCC7002_RS13220	SYNPCC7002_RS13220	SYNPCC7002_A2670	alpha/beta hydrolase
gene-SYNPCC7002_RS13225	NC_010475.1	2800311	2800988	-	protein-coding	SYNPCC7002_RS13225	SYNPCC7002_RS13225	SYNPCC7002_A2671	hypothetical protein
gene-SYNPCC7002_RS13230	NC_010475.1	2800991	2801461	-	protein-coding	SYNPCC7002_RS13230	SYNPCC7002_RS13230	SYNPCC7002_A2672	hypothetical protein
gene-SYNPCC7002_RS13235	NC_010475.1	2801596	2802078	-	protein-coding	SYNPCC7002_RS13235	SYNPCC7002_RS13235	SYNPCC7002_A2673	hypothetical protein
gene-SYNPCC7002_RS13240	NC_010475.1	2802108	2802815	-	protein-coding	SYNPCC7002_RS13240	SYNPCC7002_RS13240	SYNPCC7002_A2674	4-vinyl reductase
gene-SYNPCC7002_RS13245	NC_010475.1	2802881	2803393	-	protein-coding	SYNPCC7002_RS13245	SYNPCC7002_RS13245	SYNPCC7002_A2675	(2Fe-2S)-binding protein
gene-SYNPCC7002_RS13250	NC_010475.1	2803417	2804232	-	protein-coding	SYNPCC7002_RS13250	SYNPCC7002_RS13250	SYNPCC7002_A2676	response regulator
gene-SYNPCC7002_RS13255	NC_010475.1	2804623	2805132	-	protein-coding	SYNPCC7002_RS13255	SYNPCC7002_RS13255	SYNPCC7002_A2677	2Fe-2S iron-sulfur cluster-binding protein
gene-SYNPCC7002_RS13260	NC_010475.1	2805213	2806850	+	protein-coding	SYNPCC7002_RS13260	SYNPCC7002_RS13260	SYNPCC7002_A2678	hypothetical protein
gene-SYNPCC7002_RS13265	NC_010475.1	2806948	2807427	+	protein-coding	SYNPCC7002_RS13265	SYNPCC7002_RS13265	SYNPCC7002_A2679	hypothetical protein
gene-SYNPCC7002_RS13270	NC_010475.1	2807513	2807941	+	protein-coding	SYNPCC7002_RS13270	SYNPCC7002_RS13270	SYNPCC7002_A2680	hypothetical protein
gene-SYNPCC7002_RS13275	NC_010475.1	2807983	2808396	+	protein-coding	SYNPCC7002_RS13275	SYNPCC7002_RS13275	SYNPCC7002_A2681	hypothetical protein
gene-SYNPCC7002_RS13280	NC_010475.1	2808504	2809922	+	protein-coding	SYNPCC7002_RS13280	SYNPCC7002_RS13280	SYNPCC7002_A2682	hypothetical protein
gene-SYNPCC7002_RS13285	NC_010475.1	2809957	2810961	+	protein-coding	SYNPCC7002_RS13285	SYNPCC7002_RS13285	SYNPCC7002_A2683	DUF1822 family protein
gene-SYNPCC7002_RS13290	NC_010475.1	2810927	2814250	+	protein-coding	SYNPCC7002_RS13290	SYNPCC7002_RS13290	SYNPCC7002_A2684	CHAT domain-containing protein
gene-SYNPCC7002_RS13295	NC_010475.1	2814243	2815460	+	protein-coding	SYNPCC7002_RS13295	SYNPCC7002_RS13295	SYNPCC7002_A2685	hypothetical protein
gene-SYNPCC7002_RS13300	NC_010475.1	2815467	2816627	+	protein-coding	SYNPCC7002_RS13300	SYNPCC7002_RS13300	SYNPCC7002_A2686	TonB family protein
gene-SYNPCC7002_RS16225	NC_010475.1	2816749	2817567	+	protein-coding	SYNPCC7002_RS16225	SYNPCC7002_RS16225	SYNPCC7002_A2687	hypothetical protein
gene-SYNPCC7002_RS13310	NC_010475.1	2817668	2818120	-	protein-coding	SYNPCC7002_RS13310	SYNPCC7002_RS13310	SYNPCC7002_A2688	EVE domain-containing protein
gene-SYNPCC7002_RS13315	NC_010475.1	2818301	2820019	+	protein-coding	SYNPCC7002_RS13315	SYNPCC7002_RS13315	SYNPCC7002_A2689	ABC-ATPase domain-containing protein
gene-SYNPCC7002_RS13320	NC_010475.1	2820114	2820671	+	protein-coding	SYNPCC7002_RS13320	SYNPCC7002_RS13320	SYNPCC7002_A2690	universal stress protein
gene-SYNPCC7002_RS13325	NC_010475.1	2820684	2821985	-	protein-coding	SYNPCC7002_RS13325	SYNPCC7002_RS13325	SYNPCC7002_A2691	hypothetical protein
gene-SYNPCC7002_RS13330	NC_010475.1	2822360	2823712	+	protein-coding	SYNPCC7002_RS13330	SYNPCC7002_RS13330	SYNPCC7002_A2693	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
gene-SYNPCC7002_RS13335	NC_010475.1	2823772	2824698	-	protein-coding	SYNPCC7002_RS13335	SYNPCC7002_RS13335	SYNPCC7002_A2694	type II secretion system F family protein
gene-SYNPCC7002_RS13340	NC_010475.1	2824867	2825436	+	protein-coding	SYNPCC7002_RS13340	SYNPCC7002_RS13340	SYNPCC7002_A2695	thylakoid membrane photosystem I accumulation factor
gene-SYNPCC7002_RS13345	NC_010475.1	2825628	2826626	+	protein-coding	SYNPCC7002_RS13345	SYNPCC7002_RS13345	SYNPCC7002_A2696	SPFH/Band 7/PHB domain protein
gene-SYNPCC7002_RS13350	NC_010475.1	2826736	2827779	-	protein-coding	gap	SYNPCC7002_RS13350	SYNPCC7002_A2697	type I glyceraldehyde-3-phosphate dehydrogenase
gene-SYNPCC7002_RS16760	NC_010475.1	2827884	2828039	-	protein-coding	SYNPCC7002_RS16760	SYNPCC7002_RS16760	SYNPCC7002_A2698	hypothetical protein
gene-SYNPCC7002_RS13355	NC_010475.1	2828294	2829478	+	protein-coding	SYNPCC7002_RS13355	SYNPCC7002_RS13355	SYNPCC7002_A2699	hypothetical protein
gene-SYNPCC7002_RS13360	NC_010475.1	2829489	2830175	-	protein-coding	SYNPCC7002_RS13360	SYNPCC7002_RS13360	SYNPCC7002_A2700	TIGR04283 family arsenosugar biosynthesis glycosyltransferase
gene-SYNPCC7002_RS13365	NC_010475.1	2830181	2832169	-	protein-coding	SYNPCC7002_RS13365	SYNPCC7002_RS13365	SYNPCC7002_A2701	serine/threonine phosphatase
gene-SYNPCC7002_RS13370	NC_010475.1	2832402	2832938	-	protein-coding	infC	SYNPCC7002_RS13370	SYNPCC7002_A2702	translation initiation factor IF-3
gene-SYNPCC7002_RS13375	NC_010475.1	2833147	2834055	+	protein-coding	SYNPCC7002_RS13375	SYNPCC7002_RS13375	SYNPCC7002_A2703	alpha/beta fold hydrolase
gene-SYNPCC7002_RS13380	NC_010475.1	2834110	2834628	+	protein-coding	ilvN	SYNPCC7002_RS13380	SYNPCC7002_A2704	acetolactate synthase small subunit
gene-SYNPCC7002_RS13385	NC_010475.1	2834815	2835246	+	protein-coding	SYNPCC7002_RS13385	SYNPCC7002_RS13385	SYNPCC7002_A2705	YggT family protein
gene-SYNPCC7002_RS13390	NC_010475.1	2835392	2836984	+	protein-coding	metG	SYNPCC7002_RS13390	SYNPCC7002_A2706	methionine--tRNA ligase
gene-SYNPCC7002_RS13395	NC_010475.1	2837152	2837766	+	protein-coding	SYNPCC7002_RS13395	SYNPCC7002_RS13395	SYNPCC7002_A2707	NYN domain-containing protein
